year_week,count
2019_28,4
2019_29,1
2019_30,11
2019_31,8
2019_32,2
2019_33,6
2019_34,11
2019_35,9
2019_36,16
2019_37,20
2019_38,18
2019_39,17
2019_40,24
2019_41,19
2019_42,30
2019_43,30
2019_44,20
2019_45,36
2019_46,27
2019_47,29
2019_48,26
2019_49,35
2019_50,38
2019_51,46
2019_52,6
2020_00,39
2020_01,44
2020_02,49
2020_03,46
2020_04,44
2020_05,45
2020_06,42
2020_07,48
2020_08,43
2020_09,57
2020_10,57
2020_11,50
2020_12,55
2020_13,54
2020_14,56
2020_15,72
2020_16,57
2020_17,60
2020_18,58
2020_19,54
2020_20,62
2020_21,63
2020_22,67
2020_23,71
2020_24,77
2020_25,56
2020_26,85
2020_27,81
2020_28,98
2020_29,85
2020_30,84
2020_31,63
2020_32,82
2020_33,97
2020_34,67
2020_35,93
2020_36,86
2020_37,88
2020_38,81
2020_39,99
2020_40,92
2020_41,84
2020_42,100
2020_43,102
2020_44,88
2020_45,101
2020_46,94
2020_47,113
2020_48,96
2020_49,120
2020_50,103
2020_51,108
2020_52,35
2021_00,88
2021_01,104
2021_02,111
2021_03,106
2021_04,117
2021_05,119
2021_06,97
2021_07,114
2021_08,105
2021_09,117
2021_10,138
2021_11,138
2021_12,116
2021_13,141
2021_14,133
2021_15,137
2021_16,116
2021_17,152
2021_18,131
2021_19,143
2021_20,126
2021_21,138
2021_22,155
2021_23,133
2021_24,131
2021_25,140
2021_26,145
2021_27,127
2021_28,157
2021_29,141
2021_30,145
2021_31,144
2021_32,151
2021_33,159
2021_34,164
2021_35,146
2021_36,162
2021_37,186
2021_38,163
2021_39,149
2021_40,182
2021_41,196
2021_42,157
2021_43,169
2021_44,174
2021_45,200
2021_46,199
2021_47,192
2021_48,196
2021_49,169
2021_50,186
2021_51,188
2021_52,46
2022_00,154
2022_01,180
2022_02,205
2022_03,180
2022_04,203
2022_05,185
2022_06,209
2022_07,203
2022_08,201
2022_09,197
2022_10,205
2022_11,205
2022_12,205
2022_13,194
2022_14,203
2022_15,184
2022_16,202
2022_17,199
2022_18,225
2022_19,239
2022_20,221
2022_21,221
2022_22,266
2022_23,228
2022_24,261
2022_25,221
2022_26,242
2022_27,259
2022_28,248
2022_29,232
2022_30,253
2022_31,256
2022_32,224
2022_33,245
2022_34,242
2022_35,253
2022_36,241
2022_37,249
2022_38,246
2022_39,253
2022_40,265
2022_41,247
2022_42,239
2022_43,258
2022_44,262
2022_45,224
2022_46,284
2022_47,294
2022_48,268
2022_49,297
2022_50,249
2022_51,241
2022_52,104
2023_00,216
2023_01,263
2023_02,261
2023_03,276
2023_04,277
2023_05,299
2023_06,321
2023_07,302
2023_08,287
2023_09,300
2023_10,270
2023_11,291
2023_12,299
2023_13,307
2023_14,299
2023_15,317
2023_16,306
2023_17,282
2023_18,277
2023_19,320
2023_20,302
2023_21,295
2023_22,300
2023_23,330
2023_24,299
2023_25,303
2023_26,290
2023_27,332
2023_28,324
2023_29,341
2023_30,360
2023_31,319
2023_32,360
2023_33,365
2023_34,328
2023_35,342
2023_36,344
2023_37,331
2023_38,324
2023_39,343
2023_40,354
2023_41,333
2023_42,348
2023_43,344
2023_44,341
2023_45,365
2023_46,342
2023_47,379
2023_48,350
2023_49,144
