year_week,count
2019_40,2
2019_41,1
2019_43,1
2019_46,1
2020_00,1
2020_03,1
2020_04,2
2020_07,1
2020_10,1
2020_11,1
2020_12,2
2020_17,1
2020_19,1
2020_21,1
2020_23,2
2020_24,1
2020_27,1
2020_28,1
2020_29,2
2020_31,1
2020_32,4
2020_33,2
2020_34,1
2020_35,1
2020_36,1
2020_37,1
2020_38,1
2020_41,1
2020_42,1
2020_43,1
2020_44,1
2020_45,2
2020_46,2
2020_47,1
2020_48,1
2020_49,2
2021_00,1
2021_02,3
2021_03,1
2021_04,1
2021_06,3
2021_07,1
2021_08,1
2021_09,1
2021_10,1
2021_11,3
2021_12,1
2021_13,2
2021_14,2
2021_16,1
2021_19,1
2021_20,1
2021_21,2
2021_22,3
2021_24,3
2021_25,1
2021_26,2
2021_27,3
2021_29,2
2021_30,2
2021_31,1
2021_32,5
2021_33,2
2021_34,1
2021_35,1
2021_36,2
2021_37,2
2021_38,1
2021_39,1
2021_40,2
2021_41,1
2021_42,1
2021_44,3
2021_45,4
2021_46,4
2021_47,3
2021_48,2
2021_49,1
2021_51,1
2021_52,1
2022_00,3
2022_01,2
2022_03,2
2022_04,1
2022_05,1
2022_06,2
2022_07,1
2022_08,2
2022_09,3
2022_11,4
2022_12,3
2022_13,5
2022_14,1
2022_15,2
2022_16,5
2022_17,1
2022_18,4
2022_19,2
2022_20,6
2022_21,2
2022_22,5
2022_23,4
2022_25,1
2022_26,1
2022_27,5
2022_28,4
2022_29,4
2022_30,4
2022_31,4
2022_32,3
2022_33,2
2022_34,3
2022_35,1
2022_36,3
2022_37,4
2022_38,3
2022_39,1
2022_41,8
2022_42,4
2022_43,3
2022_44,4
2022_45,1
2022_46,3
2022_47,6
2022_48,4
2022_49,2
2022_50,3
2022_51,4
2022_52,3
2023_00,1
2023_01,5
2023_02,4
2023_03,3
2023_04,2
2023_05,1
2023_06,2
2023_07,3
2023_08,2
2023_09,4
2023_10,2
2023_11,1
2023_12,1
2023_13,3
2023_14,2
2023_15,2
2023_16,5
2023_17,3
2023_18,2
2023_19,2
2023_20,7
2023_21,4
2023_22,4
2023_23,3
2023_24,2
2023_25,4
2023_26,7
2023_27,9
2023_28,4
2023_29,7
2023_30,1
2023_31,4
2023_32,2
2023_33,6
2023_34,3
2023_35,1
2023_36,4
2023_37,2
2023_38,2
2023_39,5
2023_40,7
2023_41,8
2023_42,3
2023_43,6
2023_44,3
2023_45,5
2023_46,7
2023_47,9
2023_48,3
2023_49,1
