year_week,count
2019_30,1
2019_31,1
2019_32,1
2019_33,2
2019_35,2
2019_36,3
2019_37,2
2019_38,4
2019_39,2
2019_40,2
2019_41,6
2019_42,1
2019_43,6
2019_44,5
2019_45,10
2019_46,7
2019_47,3
2019_48,4
2019_49,8
2019_50,2
2019_51,6
2019_52,4
2020_00,4
2020_01,4
2020_02,5
2020_03,11
2020_04,8
2020_05,8
2020_06,6
2020_07,7
2020_08,7
2020_09,8
2020_10,12
2020_11,12
2020_12,16
2020_13,10
2020_14,14
2020_15,16
2020_16,13
2020_17,12
2020_18,13
2020_19,11
2020_20,10
2020_21,14
2020_22,11
2020_23,7
2020_24,13
2020_25,7
2020_26,14
2020_27,14
2020_28,15
2020_29,12
2020_30,11
2020_31,11
2020_32,22
2020_33,12
2020_34,21
2020_35,14
2020_36,18
2020_37,19
2020_38,20
2020_39,21
2020_40,13
2020_41,18
2020_42,12
2020_43,22
2020_44,21
2020_45,15
2020_46,23
2020_47,16
2020_48,7
2020_49,19
2020_50,17
2020_51,18
2020_52,2
2021_00,13
2021_01,22
2021_02,19
2021_03,23
2021_04,26
2021_05,31
2021_06,19
2021_07,21
2021_08,21
2021_09,19
2021_10,26
2021_11,22
2021_12,22
2021_13,28
2021_14,20
2021_15,26
2021_16,23
2021_17,26
2021_18,25
2021_19,24
2021_20,31
2021_21,23
2021_22,28
2021_23,28
2021_24,24
2021_25,28
2021_26,28
2021_27,22
2021_28,30
2021_29,22
2021_30,30
2021_31,31
2021_32,37
2021_33,23
2021_34,26
2021_35,32
2021_36,32
2021_37,29
2021_38,31
2021_39,33
2021_40,26
2021_41,33
2021_42,36
2021_43,35
2021_44,35
2021_45,44
2021_46,35
2021_47,36
2021_48,34
2021_49,38
2021_50,32
2021_51,32
2021_52,9
2022_00,22
2022_01,39
2022_02,31
2022_03,39
2022_04,37
2022_05,31
2022_06,30
2022_07,40
2022_08,36
2022_09,35
2022_10,26
2022_11,35
2022_12,28
2022_13,30
2022_14,34
2022_15,31
2022_16,49
2022_17,38
2022_18,36
2022_19,56
2022_20,38
2022_21,46
2022_22,48
2022_23,41
2022_24,48
2022_25,48
2022_26,43
2022_27,39
2022_28,36
2022_29,38
2022_30,37
2022_31,37
2022_32,42
2022_33,46
2022_34,46
2022_35,39
2022_36,49
2022_37,42
2022_38,44
2022_39,46
2022_40,40
2022_41,51
2022_42,48
2022_43,50
2022_44,52
2022_45,56
2022_46,38
2022_47,48
2022_48,48
2022_49,32
2022_50,53
2022_51,50
2022_52,17
2023_00,34
2023_01,40
2023_02,45
2023_03,53
2023_04,43
2023_05,61
2023_06,47
2023_07,50
2023_08,51
2023_09,56
2023_10,58
2023_11,47
2023_12,59
2023_13,51
2023_14,53
2023_15,53
2023_16,52
2023_17,50
2023_18,51
2023_19,53
2023_20,71
2023_21,58
2023_22,58
2023_23,57
2023_24,54
2023_25,52
2023_26,52
2023_27,59
2023_28,61
2023_29,60
2023_30,55
2023_31,51
2023_32,58
2023_33,59
2023_34,61
2023_35,52
2023_36,62
2023_37,62
2023_38,64
2023_39,58
2023_40,51
2023_41,55
2023_42,51
2023_43,60
2023_44,54
2023_45,53
2023_46,87
2023_47,73
2023_48,49
2023_49,22
