year_week,count
2019_27,1
2019_32,3
2019_33,4
2019_34,5
2019_36,10
2019_37,4
2019_38,9
2019_39,6
2019_40,4
2019_41,10
2019_42,12
2019_43,8
2019_44,9
2019_45,8
2019_46,4
2019_47,13
2019_48,8
2019_49,13
2019_50,12
2019_51,12
2019_52,2
2020_00,6
2020_01,15
2020_02,19
2020_03,14
2020_04,15
2020_05,12
2020_06,12
2020_07,21
2020_08,15
2020_09,15
2020_10,13
2020_11,12
2020_12,29
2020_13,20
2020_14,16
2020_15,28
2020_16,16
2020_17,18
2020_18,14
2020_19,22
2020_20,26
2020_21,35
2020_22,32
2020_23,16
2020_24,24
2020_25,17
2020_26,32
2020_27,26
2020_28,26
2020_29,27
2020_30,26
2020_31,25
2020_32,36
2020_33,20
2020_34,25
2020_35,28
2020_36,36
2020_37,33
2020_38,35
2020_39,31
2020_40,26
2020_41,31
2020_42,33
2020_43,27
2020_44,31
2020_45,35
2020_46,29
2020_47,50
2020_48,31
2020_49,43
2020_50,36
2020_51,38
2020_52,13
2021_00,36
2021_01,37
2021_02,40
2021_03,39
2021_04,48
2021_05,38
2021_06,41
2021_07,35
2021_08,43
2021_09,53
2021_10,37
2021_11,56
2021_12,46
2021_13,47
2021_14,50
2021_15,37
2021_16,53
2021_17,52
2021_18,53
2021_19,39
2021_20,37
2021_21,45
2021_22,41
2021_23,51
2021_24,46
2021_25,54
2021_26,48
2021_27,48
2021_28,49
2021_29,46
2021_30,54
2021_31,48
2021_32,54
2021_33,46
2021_34,52
2021_35,46
2021_36,45
2021_37,49
2021_38,53
2021_39,48
2021_40,63
2021_41,66
2021_42,61
2021_43,54
2021_44,64
2021_45,63
2021_46,72
2021_47,60
2021_48,65
2021_49,64
2021_50,68
2021_51,70
2021_52,11
2022_00,63
2022_01,58
2022_02,77
2022_03,56
2022_04,68
2022_05,77
2022_06,79
2022_07,68
2022_08,77
2022_09,72
2022_10,67
2022_11,58
2022_12,78
2022_13,61
2022_14,66
2022_15,71
2022_16,76
2022_17,66
2022_18,75
2022_19,84
2022_20,83
2022_21,62
2022_22,94
2022_23,81
2022_24,89
2022_25,76
2022_26,94
2022_27,79
2022_28,80
2022_29,78
2022_30,91
2022_31,78
2022_32,77
2022_33,64
2022_34,82
2022_35,73
2022_36,73
2022_37,81
2022_38,84
2022_39,74
2022_40,85
2022_41,86
2022_42,84
2022_43,101
2022_44,85
2022_45,110
2022_46,95
2022_47,101
2022_48,77
2022_49,96
2022_50,93
2022_51,85
2022_52,26
2023_00,62
2023_01,86
2023_02,106
2023_03,95
2023_04,91
2023_05,98
2023_06,86
2023_07,110
2023_08,91
2023_09,100
2023_10,94
2023_11,83
2023_12,112
2023_13,113
2023_14,115
2023_15,120
2023_16,107
2023_17,94
2023_18,113
2023_19,107
2023_20,118
2023_21,102
2023_22,107
2023_23,108
2023_24,124
2023_25,104
2023_26,100
2023_27,110
2023_28,98
2023_29,120
2023_30,118
2023_31,125
2023_32,91
2023_33,110
2023_34,123
2023_35,94
2023_36,108
2023_37,102
2023_38,106
2023_39,105
2023_40,119
2023_41,118
2023_42,144
2023_43,91
2023_44,124
2023_45,104
2023_46,123
2023_47,120
2023_48,109
2023_49,54
