year_week,count
2019_31,1
2019_33,2
2019_34,2
2019_35,1
2019_36,2
2019_37,2
2019_38,1
2019_40,3
2019_41,1
2019_42,5
2019_43,4
2019_44,1
2019_45,7
2019_46,6
2019_47,6
2019_48,6
2019_49,6
2019_50,3
2019_51,9
2019_52,1
2020_00,4
2020_01,8
2020_02,10
2020_03,11
2020_04,6
2020_05,13
2020_06,3
2020_07,10
2020_08,4
2020_09,9
2020_10,4
2020_11,10
2020_12,11
2020_13,10
2020_14,8
2020_15,9
2020_16,11
2020_17,10
2020_18,6
2020_19,11
2020_20,5
2020_21,16
2020_22,9
2020_23,10
2020_24,16
2020_25,14
2020_26,11
2020_27,17
2020_28,16
2020_29,14
2020_30,13
2020_31,10
2020_32,23
2020_33,20
2020_34,19
2020_35,12
2020_36,9
2020_37,13
2020_38,23
2020_39,23
2020_40,15
2020_41,17
2020_42,26
2020_43,19
2020_44,13
2020_45,24
2020_46,17
2020_47,19
2020_48,17
2020_49,18
2020_50,11
2020_51,21
2020_52,8
2021_00,14
2021_01,22
2021_02,25
2021_03,19
2021_04,17
2021_05,30
2021_06,22
2021_07,29
2021_08,22
2021_09,19
2021_10,14
2021_11,25
2021_12,32
2021_13,14
2021_14,21
2021_15,19
2021_16,21
2021_17,31
2021_18,28
2021_19,31
2021_20,31
2021_21,25
2021_22,32
2021_23,22
2021_24,32
2021_25,19
2021_26,25
2021_27,26
2021_28,20
2021_29,31
2021_30,32
2021_31,28
2021_32,23
2021_33,31
2021_34,26
2021_35,28
2021_36,31
2021_37,22
2021_38,30
2021_39,26
2021_40,31
2021_41,34
2021_42,29
2021_43,26
2021_44,25
2021_45,27
2021_46,45
2021_47,41
2021_48,39
2021_49,37
2021_50,32
2021_51,31
2021_52,4
2022_00,21
2022_01,27
2022_02,34
2022_03,28
2022_04,29
2022_05,32
2022_06,31
2022_07,30
2022_08,33
2022_09,33
2022_10,31
2022_11,37
2022_12,39
2022_13,35
2022_14,36
2022_15,43
2022_16,44
2022_17,41
2022_18,33
2022_19,50
2022_20,40
2022_21,35
2022_22,41
2022_23,37
2022_24,33
2022_25,41
2022_26,34
2022_27,38
2022_28,36
2022_29,34
2022_30,41
2022_31,38
2022_32,41
2022_33,43
2022_34,44
2022_35,54
2022_36,49
2022_37,50
2022_38,43
2022_39,37
2022_40,49
2022_41,50
2022_42,44
2022_43,45
2022_44,47
2022_45,41
2022_46,49
2022_47,47
2022_48,45
2022_49,50
2022_50,49
2022_51,51
2022_52,17
2023_00,36
2023_01,68
2023_02,50
2023_03,49
2023_04,55
2023_05,58
2023_06,36
2023_07,55
2023_08,45
2023_09,55
2023_10,52
2023_11,55
2023_12,51
2023_13,56
2023_14,58
2023_15,52
2023_16,51
2023_17,60
2023_18,59
2023_19,50
2023_20,65
2023_21,66
2023_22,63
2023_23,51
2023_24,47
2023_25,58
2023_26,63
2023_27,61
2023_28,58
2023_29,74
2023_30,49
2023_31,69
2023_32,57
2023_33,72
2023_34,59
2023_35,59
2023_36,59
2023_37,51
2023_38,56
2023_39,65
2023_40,67
2023_41,66
2023_42,64
2023_43,55
2023_44,69
2023_45,67
2023_46,57
2023_47,63
2023_48,65
2023_49,33
