year_week,count
2019_29,1
2019_31,1
2019_33,1
2019_34,2
2019_36,2
2019_37,4
2019_39,2
2019_40,4
2019_41,5
2019_42,3
2019_43,1
2019_44,4
2019_45,3
2019_46,5
2019_47,6
2019_48,8
2019_49,9
2019_50,3
2019_51,4
2020_00,10
2020_01,10
2020_02,10
2020_03,12
2020_04,8
2020_05,4
2020_06,7
2020_07,13
2020_08,9
2020_09,11
2020_10,9
2020_11,7
2020_12,13
2020_13,8
2020_14,11
2020_15,9
2020_16,9
2020_17,6
2020_18,11
2020_19,15
2020_20,12
2020_21,9
2020_22,10
2020_23,12
2020_24,13
2020_25,14
2020_26,17
2020_27,9
2020_28,15
2020_29,14
2020_30,15
2020_31,15
2020_32,15
2020_33,22
2020_34,17
2020_35,10
2020_36,16
2020_37,18
2020_38,22
2020_39,17
2020_40,20
2020_41,22
2020_42,16
2020_43,26
2020_44,24
2020_45,13
2020_46,24
2020_47,26
2020_48,22
2020_49,20
2020_50,20
2020_51,15
2020_52,8
2021_00,11
2021_01,25
2021_02,17
2021_03,25
2021_04,21
2021_05,23
2021_06,19
2021_07,22
2021_08,24
2021_09,18
2021_10,30
2021_11,26
2021_12,17
2021_13,22
2021_14,29
2021_15,23
2021_16,19
2021_17,25
2021_18,24
2021_19,30
2021_20,17
2021_21,18
2021_22,25
2021_23,27
2021_24,22
2021_25,34
2021_26,33
2021_27,25
2021_28,21
2021_29,28
2021_30,36
2021_31,32
2021_32,34
2021_33,26
2021_34,31
2021_35,33
2021_36,44
2021_37,34
2021_38,26
2021_39,37
2021_40,40
2021_41,33
2021_42,37
2021_43,33
2021_44,39
2021_45,31
2021_46,35
2021_47,47
2021_48,41
2021_49,25
2021_50,34
2021_51,54
2021_52,7
2022_00,29
2022_01,45
2022_02,27
2022_03,37
2022_04,35
2022_05,47
2022_06,41
2022_07,52
2022_08,53
2022_09,33
2022_10,34
2022_11,47
2022_12,32
2022_13,45
2022_14,41
2022_15,33
2022_16,32
2022_17,41
2022_18,34
2022_19,32
2022_20,29
2022_21,45
2022_22,38
2022_23,49
2022_24,42
2022_25,45
2022_26,45
2022_27,38
2022_28,42
2022_29,46
2022_30,47
2022_31,38
2022_32,52
2022_33,51
2022_34,36
2022_35,40
2022_36,59
2022_37,36
2022_38,47
2022_39,44
2022_40,48
2022_41,48
2022_42,44
2022_43,63
2022_44,50
2022_45,46
2022_46,46
2022_47,54
2022_48,61
2022_49,53
2022_50,44
2022_51,69
2022_52,24
2023_00,33
2023_01,59
2023_02,43
2023_03,49
2023_04,61
2023_05,56
2023_06,54
2023_07,50
2023_08,49
2023_09,62
2023_10,57
2023_11,68
2023_12,66
2023_13,62
2023_14,66
2023_15,54
2023_16,63
2023_17,51
2023_18,59
2023_19,52
2023_20,70
2023_21,54
2023_22,60
2023_23,48
2023_24,62
2023_25,57
2023_26,49
2023_27,58
2023_28,63
2023_29,53
2023_30,59
2023_31,52
2023_32,55
2023_33,79
2023_34,61
2023_35,65
2023_36,63
2023_37,65
2023_38,60
2023_39,60
2023_40,47
2023_41,58
2023_42,65
2023_43,70
2023_44,64
2023_45,53
2023_46,54
2023_47,75
2023_48,75
2023_49,32
