year_week,count
2019_28,2
2019_31,1
2019_32,1
2019_33,2
2019_34,3
2019_35,6
2019_36,4
2019_37,4
2019_38,5
2019_39,4
2019_40,4
2019_41,9
2019_42,7
2019_43,7
2019_44,6
2019_45,9
2019_46,8
2019_47,11
2019_48,11
2019_49,10
2019_50,8
2019_51,19
2019_52,3
2020_00,5
2020_01,13
2020_02,14
2020_03,13
2020_04,14
2020_05,23
2020_06,21
2020_07,17
2020_08,18
2020_09,28
2020_10,26
2020_11,21
2020_12,31
2020_13,21
2020_14,18
2020_15,19
2020_16,26
2020_17,17
2020_18,22
2020_19,27
2020_20,28
2020_21,17
2020_22,19
2020_23,29
2020_24,30
2020_25,26
2020_26,27
2020_27,32
2020_28,31
2020_29,28
2020_30,21
2020_31,42
2020_32,35
2020_33,40
2020_34,22
2020_35,38
2020_36,33
2020_37,28
2020_38,40
2020_39,36
2020_40,27
2020_41,40
2020_42,35
2020_43,33
2020_44,32
2020_45,52
2020_46,37
2020_47,39
2020_48,51
2020_49,49
2020_50,38
2020_51,35
2020_52,8
2021_00,40
2021_01,40
2021_02,41
2021_03,42
2021_04,43
2021_05,33
2021_06,40
2021_07,37
2021_08,38
2021_09,54
2021_10,48
2021_11,40
2021_12,44
2021_13,53
2021_14,51
2021_15,45
2021_16,55
2021_17,56
2021_18,55
2021_19,48
2021_20,48
2021_21,39
2021_22,56
2021_23,51
2021_24,57
2021_25,59
2021_26,44
2021_27,57
2021_28,55
2021_29,62
2021_30,49
2021_31,52
2021_32,50
2021_33,63
2021_34,77
2021_35,62
2021_36,69
2021_37,56
2021_38,68
2021_39,56
2021_40,54
2021_41,50
2021_42,51
2021_43,55
2021_44,60
2021_45,76
2021_46,52
2021_47,66
2021_48,70
2021_49,60
2021_50,55
2021_51,71
2021_52,17
2022_00,55
2022_01,66
2022_02,78
2022_03,54
2022_04,67
2022_05,68
2022_06,78
2022_07,81
2022_08,68
2022_09,63
2022_10,82
2022_11,100
2022_12,80
2022_13,72
2022_14,51
2022_15,60
2022_16,70
2022_17,71
2022_18,63
2022_19,76
2022_20,76
2022_21,64
2022_22,73
2022_23,81
2022_24,79
2022_25,79
2022_26,95
2022_27,69
2022_28,78
2022_29,78
2022_30,94
2022_31,82
2022_32,92
2022_33,93
2022_34,86
2022_35,96
2022_36,83
2022_37,84
2022_38,79
2022_39,73
2022_40,75
2022_41,108
2022_42,86
2022_43,80
2022_44,97
2022_45,85
2022_46,88
2022_47,106
2022_48,112
2022_49,106
2022_50,94
2022_51,110
2022_52,24
2023_00,74
2023_01,111
2023_02,86
2023_03,104
2023_04,113
2023_05,93
2023_06,96
2023_07,97
2023_08,100
2023_09,112
2023_10,109
2023_11,113
2023_12,110
2023_13,99
2023_14,96
2023_15,125
2023_16,119
2023_17,100
2023_18,97
2023_19,111
2023_20,126
2023_21,106
2023_22,106
2023_23,121
2023_24,108
2023_25,111
2023_26,108
2023_27,115
2023_28,99
2023_29,110
2023_30,131
2023_31,104
2023_32,115
2023_33,123
2023_34,118
2023_35,121
2023_36,97
2023_37,127
2023_38,121
2023_39,108
2023_40,128
2023_41,96
2023_42,109
2023_43,115
2023_44,123
2023_45,128
2023_46,128
2023_47,129
2023_48,120
2023_49,62
