year_week,count
2019_28,1
2019_30,1
2019_33,1
2019_35,2
2019_36,1
2019_37,1
2019_39,7
2019_40,4
2019_41,4
2019_42,4
2019_43,4
2019_44,1
2019_45,2
2019_46,4
2019_47,8
2019_48,3
2019_49,7
2019_50,11
2019_51,4
2019_52,3
2020_00,6
2020_01,3
2020_02,5
2020_03,14
2020_04,12
2020_05,5
2020_06,11
2020_07,8
2020_08,7
2020_09,13
2020_10,8
2020_11,8
2020_12,12
2020_13,12
2020_14,11
2020_15,8
2020_16,12
2020_17,12
2020_18,8
2020_19,12
2020_20,11
2020_21,19
2020_22,8
2020_23,9
2020_24,10
2020_25,8
2020_26,11
2020_27,11
2020_28,19
2020_29,11
2020_30,19
2020_31,10
2020_32,22
2020_33,13
2020_34,14
2020_35,15
2020_36,21
2020_37,25
2020_38,19
2020_39,15
2020_40,19
2020_41,29
2020_42,24
2020_43,14
2020_44,10
2020_45,29
2020_46,23
2020_47,12
2020_48,22
2020_49,24
2020_50,13
2020_51,20
2020_52,3
2021_00,15
2021_01,10
2021_02,26
2021_03,22
2021_04,25
2021_05,30
2021_06,23
2021_07,28
2021_08,22
2021_09,23
2021_10,19
2021_11,27
2021_12,25
2021_13,18
2021_14,34
2021_15,19
2021_16,25
2021_17,26
2021_18,19
2021_19,32
2021_20,30
2021_21,23
2021_22,19
2021_23,31
2021_24,22
2021_25,19
2021_26,28
2021_27,34
2021_28,21
2021_29,25
2021_30,34
2021_31,29
2021_32,28
2021_33,27
2021_34,32
2021_35,30
2021_36,34
2021_37,26
2021_38,41
2021_39,38
2021_40,39
2021_41,38
2021_42,41
2021_43,27
2021_44,35
2021_45,40
2021_46,34
2021_47,21
2021_48,31
2021_49,34
2021_50,28
2021_51,36
2021_52,10
2022_00,24
2022_01,35
2022_02,27
2022_03,45
2022_04,37
2022_05,45
2022_06,32
2022_07,34
2022_08,27
2022_09,40
2022_10,31
2022_11,39
2022_12,27
2022_13,35
2022_14,41
2022_15,38
2022_16,34
2022_17,37
2022_18,40
2022_19,34
2022_20,30
2022_21,31
2022_22,31
2022_23,29
2022_24,43
2022_25,44
2022_26,35
2022_27,51
2022_28,38
2022_29,39
2022_30,49
2022_31,31
2022_32,37
2022_33,48
2022_34,62
2022_35,33
2022_36,38
2022_37,45
2022_38,31
2022_39,48
2022_40,48
2022_41,42
2022_42,45
2022_43,40
2022_44,46
2022_45,42
2022_46,51
2022_47,46
2022_48,62
2022_49,47
2022_50,34
2022_51,44
2022_52,21
2023_00,34
2023_01,60
2023_02,60
2023_03,44
2023_04,50
2023_05,59
2023_06,64
2023_07,52
2023_08,49
2023_09,62
2023_10,43
2023_11,39
2023_12,54
2023_13,60
2023_14,59
2023_15,47
2023_16,50
2023_17,63
2023_18,45
2023_19,63
2023_20,57
2023_21,56
2023_22,53
2023_23,59
2023_24,64
2023_25,54
2023_26,56
2023_27,51
2023_28,54
2023_29,48
2023_30,45
2023_31,57
2023_32,60
2023_33,53
2023_34,83
2023_35,61
2023_36,54
2023_37,70
2023_38,54
2023_39,59
2023_40,45
2023_41,44
2023_42,64
2023_43,67
2023_44,60
2023_45,73
2023_46,49
2023_47,48
2023_48,68
2023_49,32
