year_week,count
2019_28,1
2019_35,2
2019_36,1
2019_42,2
2019_43,1
2019_44,1
2019_45,2
2019_46,3
2019_48,1
2019_49,1
2019_50,4
2019_51,1
2019_52,1
2020_00,2
2020_01,3
2020_02,2
2020_03,3
2020_04,2
2020_05,1
2020_07,1
2020_08,3
2020_09,4
2020_10,1
2020_11,2
2020_12,3
2020_14,7
2020_15,4
2020_16,1
2020_17,2
2020_18,4
2020_19,2
2020_20,2
2020_21,3
2020_23,5
2020_24,3
2020_25,1
2020_26,1
2020_27,3
2020_29,2
2020_30,1
2020_31,3
2020_32,6
2020_33,2
2020_34,4
2020_35,2
2020_36,5
2020_37,4
2020_38,2
2020_39,1
2020_40,2
2020_41,1
2020_42,2
2020_43,6
2020_44,4
2020_45,5
2020_46,2
2020_47,3
2020_48,7
2020_49,4
2020_50,2
2020_51,2
2021_00,3
2021_01,3
2021_02,1
2021_03,3
2021_04,3
2021_05,4
2021_06,5
2021_07,2
2021_08,3
2021_09,4
2021_10,5
2021_11,4
2021_12,6
2021_13,2
2021_14,9
2021_15,7
2021_16,7
2021_17,6
2021_18,5
2021_19,5
2021_20,4
2021_21,3
2021_22,5
2021_23,3
2021_24,7
2021_25,6
2021_26,7
2021_27,1
2021_28,9
2021_29,5
2021_30,3
2021_31,7
2021_32,12
2021_33,10
2021_34,7
2021_35,8
2021_36,11
2021_37,8
2021_38,10
2021_39,4
2021_40,5
2021_41,9
2021_42,5
2021_43,8
2021_44,9
2021_45,6
2021_46,8
2021_47,15
2021_48,6
2021_49,5
2021_50,9
2021_51,10
2021_52,4
2022_00,5
2022_01,6
2022_02,9
2022_03,4
2022_04,8
2022_05,9
2022_06,8
2022_07,8
2022_08,6
2022_09,13
2022_10,9
2022_11,8
2022_12,5
2022_13,5
2022_14,5
2022_15,7
2022_16,8
2022_17,4
2022_18,8
2022_19,7
2022_20,13
2022_21,7
2022_22,10
2022_23,11
2022_24,7
2022_25,8
2022_26,10
2022_27,8
2022_28,7
2022_29,6
2022_30,14
2022_31,13
2022_32,8
2022_33,7
2022_34,11
2022_35,13
2022_36,9
2022_37,8
2022_38,8
2022_39,11
2022_40,7
2022_41,8
2022_42,14
2022_43,12
2022_44,8
2022_45,11
2022_46,12
2022_47,5
2022_48,8
2022_49,8
2022_50,8
2022_51,5
2022_52,3
2023_00,9
2023_01,17
2023_02,9
2023_03,4
2023_04,12
2023_05,9
2023_06,8
2023_07,11
2023_08,10
2023_09,8
2023_10,6
2023_11,8
2023_12,17
2023_13,8
2023_14,7
2023_15,6
2023_16,11
2023_17,7
2023_18,6
2023_19,11
2023_20,12
2023_21,9
2023_22,10
2023_23,14
2023_24,14
2023_25,18
2023_26,9
2023_27,11
2023_28,11
2023_29,16
2023_30,16
2023_31,16
2023_32,10
2023_33,10
2023_34,18
2023_35,11
2023_36,11
2023_37,15
2023_38,11
2023_39,15
2023_40,20
2023_41,9
2023_42,11
2023_43,12
2023_44,17
2023_45,13
2023_46,16
2023_47,9
2023_48,10
2023_49,5
