year_week,count
2019_30,1
2019_31,2
2019_32,2
2019_33,3
2019_34,1
2019_35,1
2019_36,5
2019_37,4
2019_38,5
2019_40,2
2019_41,6
2019_42,5
2019_43,2
2019_44,6
2019_45,7
2019_46,4
2019_47,10
2019_48,4
2019_49,14
2019_50,4
2019_51,8
2020_00,4
2020_01,4
2020_02,5
2020_03,1
2020_04,16
2020_05,4
2020_06,9
2020_07,7
2020_08,10
2020_09,9
2020_10,18
2020_11,9
2020_12,13
2020_13,10
2020_14,10
2020_15,17
2020_16,14
2020_17,12
2020_18,14
2020_19,12
2020_20,8
2020_21,11
2020_22,6
2020_23,6
2020_24,14
2020_25,20
2020_26,17
2020_27,12
2020_28,14
2020_29,13
2020_30,8
2020_31,11
2020_32,20
2020_33,19
2020_34,18
2020_35,14
2020_36,18
2020_37,8
2020_38,26
2020_39,14
2020_40,23
2020_41,22
2020_42,14
2020_43,23
2020_44,18
2020_45,20
2020_46,16
2020_47,15
2020_48,20
2020_49,18
2020_50,18
2020_51,16
2020_52,7
2021_00,23
2021_01,20
2021_02,13
2021_03,18
2021_04,23
2021_05,24
2021_06,23
2021_07,21
2021_08,19
2021_09,26
2021_10,23
2021_11,31
2021_12,20
2021_13,24
2021_14,23
2021_15,22
2021_16,30
2021_17,25
2021_18,15
2021_19,24
2021_20,18
2021_21,28
2021_22,23
2021_23,27
2021_24,33
2021_25,16
2021_26,28
2021_27,22
2021_28,26
2021_29,21
2021_30,25
2021_31,30
2021_32,37
2021_33,37
2021_34,36
2021_35,24
2021_36,23
2021_37,15
2021_38,36
2021_39,38
2021_40,31
2021_41,27
2021_42,45
2021_43,38
2021_44,28
2021_45,34
2021_46,31
2021_47,38
2021_48,25
2021_49,36
2021_50,38
2021_51,44
2021_52,7
2022_00,39
2022_01,30
2022_02,27
2022_03,41
2022_04,33
2022_05,39
2022_06,48
2022_07,28
2022_08,39
2022_09,37
2022_10,29
2022_11,41
2022_12,28
2022_13,25
2022_14,34
2022_15,37
2022_16,33
2022_17,33
2022_18,39
2022_19,46
2022_20,43
2022_21,52
2022_22,42
2022_23,49
2022_24,38
2022_25,41
2022_26,46
2022_27,47
2022_28,32
2022_29,38
2022_30,34
2022_31,41
2022_32,38
2022_33,45
2022_34,51
2022_35,42
2022_36,40
2022_37,61
2022_38,38
2022_39,55
2022_40,53
2022_41,23
2022_42,42
2022_43,52
2022_44,52
2022_45,49
2022_46,48
2022_47,55
2022_48,42
2022_49,57
2022_50,45
2022_51,41
2022_52,18
2023_00,45
2023_01,47
2023_02,58
2023_03,46
2023_04,39
2023_05,61
2023_06,42
2023_07,50
2023_08,47
2023_09,60
2023_10,53
2023_11,58
2023_12,68
2023_13,50
2023_14,48
2023_15,43
2023_16,58
2023_17,49
2023_18,49
2023_19,59
2023_20,66
2023_21,43
2023_22,59
2023_23,57
2023_24,68
2023_25,55
2023_26,54
2023_27,47
2023_28,64
2023_29,61
2023_30,57
2023_31,49
2023_32,58
2023_33,63
2023_34,57
2023_35,69
2023_36,69
2023_37,65
2023_38,72
2023_39,58
2023_40,68
2023_41,54
2023_42,60
2023_43,70
2023_44,49
2023_45,40
2023_46,79
2023_47,58
2023_48,59
2023_49,13
