year_week,count
2019_28,5
2019_29,4
2019_30,9
2019_31,5
2019_32,6
2019_33,8
2019_34,14
2019_35,8
2019_36,21
2019_37,20
2019_38,18
2019_39,25
2019_40,17
2019_41,27
2019_42,27
2019_43,26
2019_44,28
2019_45,29
2019_46,32
2019_47,30
2019_48,32
2019_49,40
2019_50,49
2019_51,32
2019_52,11
2020_00,41
2020_01,54
2020_02,37
2020_03,38
2020_04,55
2020_05,55
2020_06,46
2020_07,47
2020_08,40
2020_09,54
2020_10,50
2020_11,50
2020_12,58
2020_13,70
2020_14,60
2020_15,64
2020_16,52
2020_17,73
2020_18,85
2020_19,61
2020_20,83
2020_21,82
2020_22,92
2020_23,70
2020_24,74
2020_25,72
2020_26,85
2020_27,80
2020_28,94
2020_29,71
2020_30,78
2020_31,68
2020_32,85
2020_33,115
2020_34,77
2020_35,91
2020_36,91
2020_37,76
2020_38,107
2020_39,99
2020_40,86
2020_41,81
2020_42,106
2020_43,109
2020_44,114
2020_45,116
2020_46,111
2020_47,119
2020_48,107
2020_49,115
2020_50,113
2020_51,128
2020_52,41
2021_00,109
2021_01,121
2021_02,114
2021_03,133
2021_04,131
2021_05,111
2021_06,131
2021_07,122
2021_08,112
2021_09,150
2021_10,122
2021_11,135
2021_12,144
2021_13,128
2021_14,142
2021_15,150
2021_16,130
2021_17,151
2021_18,139
2021_19,137
2021_20,135
2021_21,138
2021_22,154
2021_23,128
2021_24,124
2021_25,176
2021_26,171
2021_27,174
2021_28,146
2021_29,150
2021_30,155
2021_31,155
2021_32,182
2021_33,171
2021_34,190
2021_35,179
2021_36,201
2021_37,173
2021_38,151
2021_39,156
2021_40,179
2021_41,172
2021_42,149
2021_43,179
2021_44,172
2021_45,204
2021_46,193
2021_47,196
2021_48,224
2021_49,184
2021_50,203
2021_51,226
2021_52,41
2022_00,159
2022_01,217
2022_02,197
2022_03,206
2022_04,230
2022_05,209
2022_06,222
2022_07,220
2022_08,223
2022_09,225
2022_10,201
2022_11,220
2022_12,244
2022_13,224
2022_14,198
2022_15,242
2022_16,204
2022_17,216
2022_18,261
2022_19,276
2022_20,294
2022_21,249
2022_22,273
2022_23,244
2022_24,239
2022_25,253
2022_26,230
2022_27,288
2022_28,243
2022_29,269
2022_30,262
2022_31,283
2022_32,290
2022_33,242
2022_34,275
2022_35,277
2022_36,250
2022_37,254
2022_38,245
2022_39,262
2022_40,269
2022_41,291
2022_42,285
2022_43,255
2022_44,280
2022_45,297
2022_46,294
2022_47,300
2022_48,259
2022_49,351
2022_50,313
2022_51,324
2022_52,79
2023_00,223
2023_01,321
2023_02,294
2023_03,339
2023_04,332
2023_05,280
2023_06,332
2023_07,345
2023_08,328
2023_09,339
2023_10,336
2023_11,289
2023_12,335
2023_13,324
2023_14,309
2023_15,326
2023_16,325
2023_17,307
2023_18,338
2023_19,328
2023_20,305
2023_21,302
2023_22,360
2023_23,331
2023_24,365
2023_25,341
2023_26,335
2023_27,323
2023_28,356
2023_29,397
2023_30,387
2023_31,359
2023_32,339
2023_33,311
2023_34,349
2023_35,333
2023_36,356
2023_37,361
2023_38,377
2023_39,365
2023_40,375
2023_41,336
2023_42,345
2023_43,350
2023_44,379
2023_45,374
2023_46,377
2023_47,364
2023_48,363
2023_49,148
