year_week,count
2019_28,1
2019_30,1
2019_33,1
2019_34,1
2019_35,1
2019_36,2
2019_37,1
2019_38,2
2019_39,3
2019_40,6
2019_41,4
2019_42,4
2019_43,3
2019_44,1
2019_45,6
2019_46,4
2019_47,4
2019_48,3
2019_49,9
2019_50,5
2019_51,8
2019_52,1
2020_00,2
2020_01,8
2020_02,3
2020_03,3
2020_04,9
2020_05,13
2020_06,8
2020_07,12
2020_08,8
2020_09,11
2020_10,14
2020_11,15
2020_12,6
2020_13,12
2020_14,13
2020_15,7
2020_16,8
2020_17,14
2020_18,15
2020_19,12
2020_20,14
2020_21,15
2020_22,18
2020_23,10
2020_24,9
2020_25,11
2020_26,14
2020_27,11
2020_28,15
2020_29,18
2020_30,18
2020_31,16
2020_32,13
2020_33,18
2020_34,13
2020_35,13
2020_36,16
2020_37,16
2020_38,16
2020_39,11
2020_40,18
2020_41,20
2020_42,14
2020_43,16
2020_44,19
2020_45,16
2020_46,13
2020_47,24
2020_48,17
2020_49,24
2020_50,28
2020_51,25
2020_52,15
2021_00,20
2021_01,20
2021_02,16
2021_03,21
2021_04,16
2021_05,25
2021_06,16
2021_07,21
2021_08,22
2021_09,30
2021_10,19
2021_11,20
2021_12,25
2021_13,26
2021_14,30
2021_15,20
2021_16,17
2021_17,22
2021_18,23
2021_19,32
2021_20,25
2021_21,22
2021_22,16
2021_23,26
2021_24,32
2021_25,18
2021_26,26
2021_27,16
2021_28,34
2021_29,35
2021_30,32
2021_31,24
2021_32,23
2021_33,34
2021_34,37
2021_35,26
2021_36,24
2021_37,31
2021_38,24
2021_39,36
2021_40,26
2021_41,34
2021_42,38
2021_43,30
2021_44,37
2021_45,37
2021_46,44
2021_47,39
2021_48,30
2021_49,33
2021_50,42
2021_51,45
2021_52,9
2022_00,23
2022_01,38
2022_02,39
2022_03,29
2022_04,34
2022_05,36
2022_06,44
2022_07,29
2022_08,32
2022_09,35
2022_10,44
2022_11,38
2022_12,39
2022_13,32
2022_14,31
2022_15,34
2022_16,40
2022_17,30
2022_18,37
2022_19,40
2022_20,51
2022_21,36
2022_22,35
2022_23,41
2022_24,32
2022_25,41
2022_26,34
2022_27,40
2022_28,34
2022_29,38
2022_30,40
2022_31,45
2022_32,34
2022_33,47
2022_34,46
2022_35,42
2022_36,50
2022_37,40
2022_38,29
2022_39,43
2022_40,38
2022_41,41
2022_42,47
2022_43,45
2022_44,50
2022_45,46
2022_46,44
2022_47,40
2022_48,53
2022_49,52
2022_50,62
2022_51,48
2022_52,17
2023_00,29
2023_01,55
2023_02,33
2023_03,41
2023_04,49
2023_05,60
2023_06,41
2023_07,55
2023_08,53
2023_09,57
2023_10,49
2023_11,51
2023_12,60
2023_13,55
2023_14,53
2023_15,57
2023_16,64
2023_17,53
2023_18,56
2023_19,42
2023_20,63
2023_21,57
2023_22,56
2023_23,54
2023_24,68
2023_25,66
2023_26,76
2023_27,58
2023_28,48
2023_29,53
2023_30,49
2023_31,62
2023_32,64
2023_33,64
2023_34,67
2023_35,59
2023_36,56
2023_37,68
2023_38,60
2023_39,63
2023_40,69
2023_41,62
2023_42,44
2023_43,68
2023_44,58
2023_45,62
2023_46,63
2023_47,61
2023_48,53
2023_49,28
