year_week,count
2019_31,1
2019_32,2
2019_33,1
2019_34,1
2019_35,3
2019_36,4
2019_37,2
2019_38,2
2019_39,5
2019_40,4
2019_41,3
2019_42,6
2019_43,4
2019_44,5
2019_45,2
2019_46,11
2019_47,6
2019_48,3
2019_49,6
2019_50,5
2019_51,10
2019_52,4
2020_00,4
2020_01,13
2020_02,10
2020_03,7
2020_04,3
2020_05,9
2020_06,10
2020_07,10
2020_08,15
2020_09,10
2020_10,8
2020_11,7
2020_12,14
2020_13,12
2020_14,12
2020_15,10
2020_16,11
2020_17,8
2020_18,13
2020_19,9
2020_20,15
2020_21,16
2020_22,12
2020_23,13
2020_24,14
2020_25,16
2020_26,11
2020_27,13
2020_28,17
2020_29,18
2020_30,17
2020_31,18
2020_32,16
2020_33,21
2020_34,21
2020_35,12
2020_36,21
2020_37,11
2020_38,17
2020_39,23
2020_40,14
2020_41,17
2020_42,18
2020_43,23
2020_44,15
2020_45,25
2020_46,18
2020_47,22
2020_48,16
2020_49,24
2020_50,28
2020_51,14
2020_52,5
2021_00,21
2021_01,24
2021_02,19
2021_03,25
2021_04,22
2021_05,19
2021_06,27
2021_07,18
2021_08,27
2021_09,19
2021_10,28
2021_11,21
2021_12,20
2021_13,28
2021_14,25
2021_15,17
2021_16,30
2021_17,24
2021_18,25
2021_19,24
2021_20,23
2021_21,28
2021_22,29
2021_23,24
2021_24,33
2021_25,26
2021_26,30
2021_27,27
2021_28,34
2021_29,27
2021_30,38
2021_31,27
2021_32,27
2021_33,38
2021_34,36
2021_35,31
2021_36,31
2021_37,33
2021_38,35
2021_39,26
2021_40,25
2021_41,32
2021_42,32
2021_43,42
2021_44,36
2021_45,41
2021_46,29
2021_47,43
2021_48,36
2021_49,41
2021_50,32
2021_51,42
2021_52,8
2022_00,23
2022_01,36
2022_02,32
2022_03,31
2022_04,30
2022_05,29
2022_06,38
2022_07,36
2022_08,31
2022_09,33
2022_10,44
2022_11,49
2022_12,47
2022_13,37
2022_14,30
2022_15,40
2022_16,43
2022_17,44
2022_18,44
2022_19,34
2022_20,29
2022_21,43
2022_22,33
2022_23,42
2022_24,34
2022_25,32
2022_26,35
2022_27,52
2022_28,46
2022_29,38
2022_30,44
2022_31,45
2022_32,39
2022_33,36
2022_34,48
2022_35,43
2022_36,43
2022_37,49
2022_38,45
2022_39,50
2022_40,51
2022_41,43
2022_42,53
2022_43,51
2022_44,48
2022_45,41
2022_46,51
2022_47,47
2022_48,44
2022_49,47
2022_50,56
2022_51,53
2022_52,26
2023_00,41
2023_01,52
2023_02,60
2023_03,58
2023_04,51
2023_05,48
2023_06,54
2023_07,63
2023_08,73
2023_09,46
2023_10,64
2023_11,60
2023_12,48
2023_13,43
2023_14,45
2023_15,59
2023_16,66
2023_17,50
2023_18,46
2023_19,48
2023_20,56
2023_21,70
2023_22,45
2023_23,56
2023_24,55
2023_25,61
2023_26,60
2023_27,62
2023_28,72
2023_29,64
2023_30,58
2023_31,70
2023_32,56
2023_33,56
2023_34,50
2023_35,58
2023_36,62
2023_37,74
2023_38,53
2023_39,81
2023_40,62
2023_41,49
2023_42,72
2023_43,81
2023_44,75
2023_45,56
2023_46,73
2023_47,66
2023_48,51
2023_49,26
