year_week,count
2019_31,2
2019_32,7
2019_33,3
2019_34,4
2019_35,4
2019_36,4
2019_37,4
2019_38,8
2019_39,4
2019_40,16
2019_41,9
2019_42,9
2019_43,9
2019_44,4
2019_45,13
2019_46,7
2019_47,11
2019_48,11
2019_49,13
2019_50,19
2019_51,13
2019_52,4
2020_00,9
2020_01,10
2020_02,14
2020_03,15
2020_04,22
2020_05,27
2020_06,18
2020_07,33
2020_08,20
2020_09,33
2020_10,21
2020_11,20
2020_12,16
2020_13,24
2020_14,27
2020_15,27
2020_16,20
2020_17,19
2020_18,31
2020_19,29
2020_20,23
2020_21,23
2020_22,25
2020_23,35
2020_24,26
2020_25,30
2020_26,31
2020_27,27
2020_28,38
2020_29,33
2020_30,39
2020_31,42
2020_32,40
2020_33,37
2020_34,31
2020_35,33
2020_36,45
2020_37,37
2020_38,30
2020_39,43
2020_40,44
2020_41,37
2020_42,45
2020_43,36
2020_44,51
2020_45,48
2020_46,36
2020_47,44
2020_48,47
2020_49,56
2020_50,43
2020_51,46
2020_52,21
2021_00,44
2021_01,38
2021_02,45
2021_03,57
2021_04,47
2021_05,58
2021_06,43
2021_07,56
2021_08,48
2021_09,59
2021_10,54
2021_11,48
2021_12,54
2021_13,51
2021_14,55
2021_15,51
2021_16,64
2021_17,47
2021_18,45
2021_19,55
2021_20,65
2021_21,67
2021_22,57
2021_23,70
2021_24,64
2021_25,66
2021_26,88
2021_27,52
2021_28,59
2021_29,62
2021_30,82
2021_31,64
2021_32,74
2021_33,76
2021_34,58
2021_35,74
2021_36,71
2021_37,64
2021_38,67
2021_39,64
2021_40,72
2021_41,69
2021_42,91
2021_43,59
2021_44,79
2021_45,78
2021_46,79
2021_47,95
2021_48,96
2021_49,98
2021_50,70
2021_51,95
2021_52,14
2022_00,77
2022_01,70
2022_02,87
2022_03,88
2022_04,81
2022_05,77
2022_06,77
2022_07,86
2022_08,90
2022_09,74
2022_10,89
2022_11,87
2022_12,89
2022_13,91
2022_14,99
2022_15,64
2022_16,84
2022_17,84
2022_18,100
2022_19,98
2022_20,80
2022_21,90
2022_22,110
2022_23,112
2022_24,74
2022_25,96
2022_26,96
2022_27,95
2022_28,99
2022_29,90
2022_30,96
2022_31,91
2022_32,93
2022_33,86
2022_34,103
2022_35,108
2022_36,103
2022_37,103
2022_38,112
2022_39,122
2022_40,95
2022_41,97
2022_42,103
2022_43,114
2022_44,123
2022_45,126
2022_46,107
2022_47,128
2022_48,104
2022_49,115
2022_50,122
2022_51,97
2022_52,32
2023_00,91
2023_01,106
2023_02,116
2023_03,112
2023_04,134
2023_05,117
2023_06,120
2023_07,135
2023_08,116
2023_09,124
2023_10,133
2023_11,140
2023_12,127
2023_13,121
2023_14,112
2023_15,119
2023_16,124
2023_17,126
2023_18,119
2023_19,116
2023_20,130
2023_21,125
2023_22,130
2023_23,156
2023_24,135
2023_25,132
2023_26,142
2023_27,136
2023_28,129
2023_29,145
2023_30,151
2023_31,147
2023_32,124
2023_33,130
2023_34,127
2023_35,159
2023_36,151
2023_37,136
2023_38,143
2023_39,156
2023_40,167
2023_41,141
2023_42,145
2023_43,148
2023_44,165
2023_45,128
2023_46,140
2023_47,137
2023_48,141
2023_49,52
