year_week,count
2019_28,1
2019_30,2
2019_31,1
2019_32,1
2019_33,4
2019_34,1
2019_35,2
2019_36,5
2019_37,2
2019_38,4
2019_39,5
2019_40,6
2019_41,4
2019_42,7
2019_43,8
2019_44,2
2019_45,4
2019_46,5
2019_47,6
2019_48,8
2019_49,2
2019_50,3
2019_51,4
2019_52,1
2020_00,6
2020_01,12
2020_02,6
2020_03,8
2020_04,12
2020_05,9
2020_06,7
2020_07,13
2020_08,9
2020_09,8
2020_10,12
2020_11,10
2020_12,6
2020_13,11
2020_14,15
2020_15,14
2020_16,7
2020_17,11
2020_18,15
2020_19,3
2020_20,18
2020_21,19
2020_22,8
2020_23,13
2020_24,14
2020_25,16
2020_26,15
2020_27,16
2020_28,12
2020_29,13
2020_30,13
2020_31,25
2020_32,25
2020_33,13
2020_34,13
2020_35,14
2020_36,14
2020_37,19
2020_38,30
2020_39,11
2020_40,13
2020_41,15
2020_42,13
2020_43,10
2020_44,17
2020_45,18
2020_46,21
2020_47,21
2020_48,22
2020_49,22
2020_50,15
2020_51,27
2020_52,7
2021_00,15
2021_01,23
2021_02,15
2021_03,17
2021_04,28
2021_05,19
2021_06,26
2021_07,22
2021_08,27
2021_09,23
2021_10,29
2021_11,20
2021_12,36
2021_13,26
2021_14,29
2021_15,19
2021_16,29
2021_17,23
2021_18,27
2021_19,22
2021_20,21
2021_21,26
2021_22,25
2021_23,23
2021_24,24
2021_25,38
2021_26,37
2021_27,22
2021_28,25
2021_29,29
2021_30,18
2021_31,30
2021_32,34
2021_33,29
2021_34,28
2021_35,46
2021_36,30
2021_37,32
2021_38,28
2021_39,32
2021_40,27
2021_41,31
2021_42,29
2021_43,36
2021_44,25
2021_45,30
2021_46,33
2021_47,22
2021_48,40
2021_49,29
2021_50,35
2021_51,53
2021_52,12
2022_00,28
2022_01,49
2022_02,44
2022_03,37
2022_04,28
2022_05,47
2022_06,38
2022_07,43
2022_08,41
2022_09,36
2022_10,37
2022_11,34
2022_12,49
2022_13,46
2022_14,41
2022_15,46
2022_16,46
2022_17,45
2022_18,46
2022_19,48
2022_20,47
2022_21,41
2022_22,42
2022_23,55
2022_24,46
2022_25,48
2022_26,49
2022_27,59
2022_28,50
2022_29,36
2022_30,49
2022_31,40
2022_32,52
2022_33,60
2022_34,54
2022_35,47
2022_36,44
2022_37,35
2022_38,52
2022_39,48
2022_40,51
2022_41,60
2022_42,52
2022_43,45
2022_44,58
2022_45,55
2022_46,43
2022_47,64
2022_48,55
2022_49,58
2022_50,38
2022_51,54
2022_52,18
2023_00,30
2023_01,61
2023_02,60
2023_03,63
2023_04,65
2023_05,55
2023_06,58
2023_07,57
2023_08,63
2023_09,55
2023_10,63
2023_11,59
2023_12,51
2023_13,61
2023_14,66
2023_15,53
2023_16,55
2023_17,62
2023_18,54
2023_19,62
2023_20,80
2023_21,53
2023_22,56
2023_23,60
2023_24,62
2023_25,68
2023_26,76
2023_27,75
2023_28,69
2023_29,66
2023_30,79
2023_31,59
2023_32,43
2023_33,52
2023_34,64
2023_35,45
2023_36,69
2023_37,54
2023_38,68
2023_39,60
2023_40,61
2023_41,70
2023_42,69
2023_43,58
2023_44,58
2023_45,79
2023_46,66
2023_47,62
2023_48,55
2023_49,27
