year_week,count
2019_27,3
2019_28,4
2019_29,5
2019_30,9
2019_31,14
2019_32,10
2019_33,14
2019_34,17
2019_35,19
2019_36,37
2019_37,32
2019_38,37
2019_39,43
2019_40,40
2019_41,47
2019_42,56
2019_43,50
2019_44,54
2019_45,54
2019_46,65
2019_47,60
2019_48,60
2019_49,71
2019_50,88
2019_51,75
2019_52,17
2020_00,77
2020_01,99
2020_02,87
2020_03,90
2020_04,98
2020_05,94
2020_06,89
2020_07,99
2020_08,123
2020_09,102
2020_10,111
2020_11,112
2020_12,115
2020_13,115
2020_14,130
2020_15,108
2020_16,110
2020_17,136
2020_18,136
2020_19,117
2020_20,155
2020_21,165
2020_22,171
2020_23,165
2020_24,160
2020_25,129
2020_26,166
2020_27,165
2020_28,171
2020_29,141
2020_30,170
2020_31,138
2020_32,180
2020_33,204
2020_34,174
2020_35,173
2020_36,180
2020_37,154
2020_38,193
2020_39,190
2020_40,192
2020_41,188
2020_42,180
2020_43,211
2020_44,189
2020_45,216
2020_46,200
2020_47,231
2020_48,217
2020_49,242
2020_50,203
2020_51,246
2020_52,82
2021_00,173
2021_01,235
2021_02,229
2021_03,250
2021_04,237
2021_05,220
2021_06,247
2021_07,236
2021_08,247
2021_09,227
2021_10,259
2021_11,280
2021_12,263
2021_13,246
2021_14,270
2021_15,280
2021_16,280
2021_17,304
2021_18,277
2021_19,308
2021_20,294
2021_21,270
2021_22,299
2021_23,275
2021_24,272
2021_25,331
2021_26,317
2021_27,293
2021_28,270
2021_29,276
2021_30,317
2021_31,333
2021_32,361
2021_33,354
2021_34,321
2021_35,370
2021_36,378
2021_37,302
2021_38,329
2021_39,297
2021_40,308
2021_41,357
2021_42,335
2021_43,368
2021_44,356
2021_45,379
2021_46,341
2021_47,379
2021_48,396
2021_49,384
2021_50,391
2021_51,402
2021_52,94
2022_00,371
2022_01,408
2022_02,396
2022_03,420
2022_04,393
2022_05,421
2022_06,427
2022_07,429
2022_08,441
2022_09,459
2022_10,356
2022_11,431
2022_12,488
2022_13,443
2022_14,474
2022_15,460
2022_16,475
2022_17,439
2022_18,478
2022_19,459
2022_20,512
2022_21,484
2022_22,490
2022_23,464
2022_24,479
2022_25,492
2022_26,477
2022_27,527
2022_28,509
2022_29,487
2022_30,506
2022_31,465
2022_32,534
2022_33,508
2022_34,552
2022_35,507
2022_36,485
2022_37,524
2022_38,472
2022_39,492
2022_40,517
2022_41,558
2022_42,498
2022_43,559
2022_44,580
2022_45,561
2022_46,544
2022_47,590
2022_48,501
2022_49,602
2022_50,615
2022_51,606
2022_52,173
2023_00,467
2023_01,582
2023_02,575
2023_03,640
2023_04,605
2023_05,558
2023_06,611
2023_07,661
2023_08,591
2023_09,655
2023_10,610
2023_11,631
2023_12,636
2023_13,661
2023_14,648
2023_15,613
2023_16,625
2023_17,582
2023_18,636
2023_19,699
2023_20,599
2023_21,699
2023_22,633
2023_23,671
2023_24,699
2023_25,660
2023_26,652
2023_27,751
2023_28,663
2023_29,711
2023_30,723
2023_31,699
2023_32,702
2023_33,741
2023_34,663
2023_35,666
2023_36,643
2023_37,664
2023_38,732
2023_39,723
2023_40,766
2023_41,694
2023_42,750
2023_43,675
2023_44,684
2023_45,672
2023_46,838
2023_47,785
2023_48,790
2023_49,342
