year_week,count
2019_28,2
2019_29,1
2019_30,1
2019_32,2
2019_33,1
2019_34,4
2019_35,3
2019_36,4
2019_37,3
2019_38,8
2019_39,15
2019_40,8
2019_41,8
2019_42,11
2019_43,11
2019_44,9
2019_45,16
2019_46,10
2019_47,18
2019_48,13
2019_49,11
2019_50,6
2019_51,13
2019_52,2
2020_00,10
2020_01,9
2020_02,16
2020_03,14
2020_04,12
2020_05,15
2020_06,14
2020_07,9
2020_08,14
2020_09,16
2020_10,14
2020_11,15
2020_12,21
2020_13,18
2020_14,22
2020_15,23
2020_16,23
2020_17,19
2020_18,20
2020_19,19
2020_20,31
2020_21,28
2020_22,36
2020_23,28
2020_24,31
2020_25,20
2020_26,21
2020_27,30
2020_28,32
2020_29,32
2020_30,27
2020_31,26
2020_32,32
2020_33,34
2020_34,24
2020_35,24
2020_36,28
2020_37,29
2020_38,43
2020_39,23
2020_40,36
2020_41,34
2020_42,37
2020_43,28
2020_44,34
2020_45,52
2020_46,40
2020_47,42
2020_48,38
2020_49,31
2020_50,31
2020_51,54
2020_52,13
2021_00,33
2021_01,36
2021_02,31
2021_03,34
2021_04,37
2021_05,47
2021_06,41
2021_07,33
2021_08,33
2021_09,49
2021_10,46
2021_11,51
2021_12,53
2021_13,42
2021_14,53
2021_15,34
2021_16,51
2021_17,41
2021_18,52
2021_19,40
2021_20,41
2021_21,48
2021_22,49
2021_23,58
2021_24,47
2021_25,57
2021_26,42
2021_27,48
2021_28,54
2021_29,52
2021_30,54
2021_31,55
2021_32,67
2021_33,48
2021_34,65
2021_35,60
2021_36,71
2021_37,53
2021_38,65
2021_39,68
2021_40,65
2021_41,58
2021_42,47
2021_43,62
2021_44,73
2021_45,61
2021_46,65
2021_47,65
2021_48,56
2021_49,65
2021_50,73
2021_51,67
2021_52,14
2022_00,52
2022_01,68
2022_02,69
2022_03,75
2022_04,67
2022_05,62
2022_06,71
2022_07,56
2022_08,86
2022_09,87
2022_10,72
2022_11,68
2022_12,94
2022_13,91
2022_14,69
2022_15,68
2022_16,87
2022_17,75
2022_18,80
2022_19,78
2022_20,96
2022_21,82
2022_22,95
2022_23,94
2022_24,87
2022_25,70
2022_26,72
2022_27,79
2022_28,81
2022_29,92
2022_30,103
2022_31,91
2022_32,91
2022_33,96
2022_34,111
2022_35,80
2022_36,81
2022_37,87
2022_38,83
2022_39,97
2022_40,121
2022_41,93
2022_42,104
2022_43,84
2022_44,112
2022_45,90
2022_46,99
2022_47,85
2022_48,97
2022_49,94
2022_50,90
2022_51,108
2022_52,23
2023_00,98
2023_01,123
2023_02,112
2023_03,104
2023_04,92
2023_05,100
2023_06,106
2023_07,100
2023_08,115
2023_09,109
2023_10,108
2023_11,93
2023_12,127
2023_13,105
2023_14,96
2023_15,97
2023_16,102
2023_17,97
2023_18,99
2023_19,116
2023_20,116
2023_21,112
2023_22,117
2023_23,113
2023_24,116
2023_25,133
2023_26,113
2023_27,116
2023_28,130
2023_29,113
2023_30,113
2023_31,137
2023_32,118
2023_33,115
2023_34,137
2023_35,95
2023_36,97
2023_37,128
2023_38,156
2023_39,116
2023_40,132
2023_41,127
2023_42,120
2023_43,134
2023_44,125
2023_45,138
2023_46,117
2023_47,126
2023_48,124
2023_49,50
