year_week,count
2019_28,1
2019_31,1
2019_32,2
2019_33,5
2019_34,4
2019_35,3
2019_36,5
2019_37,5
2019_38,9
2019_39,9
2019_40,7
2019_41,9
2019_42,8
2019_43,11
2019_44,11
2019_45,6
2019_46,14
2019_47,5
2019_48,7
2019_49,8
2019_50,6
2019_51,13
2019_52,1
2020_00,9
2020_01,13
2020_02,13
2020_03,19
2020_04,16
2020_05,24
2020_06,10
2020_07,24
2020_08,19
2020_09,20
2020_10,12
2020_11,16
2020_12,13
2020_13,17
2020_14,22
2020_15,18
2020_16,20
2020_17,13
2020_18,16
2020_19,15
2020_20,18
2020_21,31
2020_22,32
2020_23,23
2020_24,27
2020_25,15
2020_26,20
2020_27,25
2020_28,24
2020_29,17
2020_30,29
2020_31,17
2020_32,29
2020_33,32
2020_34,34
2020_35,30
2020_36,28
2020_37,22
2020_38,37
2020_39,37
2020_40,26
2020_41,34
2020_42,32
2020_43,31
2020_44,26
2020_45,36
2020_46,23
2020_47,34
2020_48,34
2020_49,32
2020_50,33
2020_51,39
2020_52,9
2021_00,30
2021_01,34
2021_02,37
2021_03,38
2021_04,36
2021_05,52
2021_06,35
2021_07,45
2021_08,38
2021_09,39
2021_10,44
2021_11,42
2021_12,42
2021_13,37
2021_14,38
2021_15,43
2021_16,47
2021_17,34
2021_18,38
2021_19,47
2021_20,42
2021_21,45
2021_22,38
2021_23,65
2021_24,44
2021_25,52
2021_26,48
2021_27,44
2021_28,53
2021_29,39
2021_30,40
2021_31,45
2021_32,44
2021_33,57
2021_34,68
2021_35,69
2021_36,43
2021_37,50
2021_38,48
2021_39,56
2021_40,46
2021_41,48
2021_42,55
2021_43,45
2021_44,41
2021_45,63
2021_46,53
2021_47,67
2021_48,61
2021_49,52
2021_50,63
2021_51,52
2021_52,15
2022_00,53
2022_01,63
2022_02,64
2022_03,60
2022_04,69
2022_05,51
2022_06,67
2022_07,77
2022_08,51
2022_09,67
2022_10,57
2022_11,83
2022_12,76
2022_13,54
2022_14,70
2022_15,76
2022_16,62
2022_17,65
2022_18,71
2022_19,66
2022_20,93
2022_21,60
2022_22,78
2022_23,76
2022_24,83
2022_25,79
2022_26,79
2022_27,98
2022_28,73
2022_29,62
2022_30,77
2022_31,73
2022_32,77
2022_33,74
2022_34,84
2022_35,61
2022_36,86
2022_37,90
2022_38,86
2022_39,85
2022_40,77
2022_41,88
2022_42,69
2022_43,88
2022_44,77
2022_45,95
2022_46,85
2022_47,88
2022_48,84
2022_49,91
2022_50,108
2022_51,77
2022_52,34
2023_00,75
2023_01,87
2023_02,98
2023_03,99
2023_04,108
2023_05,90
2023_06,94
2023_07,97
2023_08,106
2023_09,110
2023_10,98
2023_11,118
2023_12,93
2023_13,112
2023_14,94
2023_15,112
2023_16,103
2023_17,82
2023_18,102
2023_19,106
2023_20,78
2023_21,82
2023_22,105
2023_23,102
2023_24,111
2023_25,105
2023_26,118
2023_27,92
2023_28,129
2023_29,93
2023_30,116
2023_31,90
2023_32,102
2023_33,121
2023_34,119
2023_35,97
2023_36,107
2023_37,115
2023_38,102
2023_39,108
2023_40,117
2023_41,120
2023_42,119
2023_43,119
2023_44,102
2023_45,113
2023_46,144
2023_47,135
2023_48,116
2023_49,49
