year_week,count
2019_30,1
2019_31,2
2019_34,1
2019_35,4
2019_37,3
2019_38,4
2019_39,4
2019_40,1
2019_41,4
2019_42,1
2019_43,2
2019_44,4
2019_45,3
2019_46,8
2019_47,4
2019_48,7
2019_49,5
2019_50,4
2019_51,9
2019_52,1
2020_00,8
2020_01,3
2020_02,8
2020_03,5
2020_04,14
2020_05,5
2020_06,10
2020_07,12
2020_08,6
2020_09,5
2020_10,7
2020_11,4
2020_12,4
2020_13,7
2020_14,9
2020_15,6
2020_16,8
2020_17,6
2020_18,11
2020_19,12
2020_20,11
2020_21,16
2020_22,14
2020_23,8
2020_24,8
2020_25,10
2020_26,14
2020_27,6
2020_28,15
2020_29,9
2020_30,9
2020_31,9
2020_32,12
2020_33,11
2020_34,12
2020_35,11
2020_36,8
2020_37,15
2020_38,16
2020_39,8
2020_40,13
2020_41,7
2020_42,10
2020_43,8
2020_44,14
2020_45,11
2020_46,16
2020_47,10
2020_48,12
2020_49,11
2020_50,15
2020_51,13
2020_52,7
2021_00,12
2021_01,13
2021_02,11
2021_03,14
2021_04,16
2021_05,15
2021_06,7
2021_07,14
2021_08,16
2021_09,21
2021_10,19
2021_11,15
2021_12,15
2021_13,18
2021_14,17
2021_15,19
2021_16,22
2021_17,9
2021_18,14
2021_19,10
2021_20,14
2021_21,7
2021_22,18
2021_23,10
2021_24,15
2021_25,20
2021_26,14
2021_27,19
2021_28,21
2021_29,18
2021_30,11
2021_31,22
2021_32,20
2021_33,22
2021_34,16
2021_35,30
2021_36,37
2021_37,23
2021_38,22
2021_39,26
2021_40,16
2021_41,27
2021_42,20
2021_43,21
2021_44,25
2021_45,25
2021_46,29
2021_47,21
2021_48,21
2021_49,15
2021_50,30
2021_51,24
2021_52,7
2022_00,19
2022_01,16
2022_02,21
2022_03,32
2022_04,17
2022_05,32
2022_06,35
2022_07,27
2022_08,35
2022_09,29
2022_10,34
2022_11,25
2022_12,25
2022_13,28
2022_14,31
2022_15,36
2022_16,32
2022_17,28
2022_18,24
2022_19,28
2022_20,27
2022_21,32
2022_22,29
2022_23,32
2022_24,27
2022_25,26
2022_26,23
2022_27,35
2022_28,35
2022_29,34
2022_30,36
2022_31,37
2022_32,31
2022_33,32
2022_34,38
2022_35,37
2022_36,28
2022_37,31
2022_38,40
2022_39,33
2022_40,28
2022_41,46
2022_42,28
2022_43,37
2022_44,33
2022_45,39
2022_46,43
2022_47,27
2022_48,36
2022_49,28
2022_50,35
2022_51,49
2022_52,11
2023_00,26
2023_01,42
2023_02,39
2023_03,37
2023_04,32
2023_05,39
2023_06,38
2023_07,36
2023_08,48
2023_09,56
2023_10,43
2023_11,45
2023_12,33
2023_13,42
2023_14,38
2023_15,40
2023_16,34
2023_17,37
2023_18,31
2023_19,46
2023_20,31
2023_21,37
2023_22,44
2023_23,55
2023_24,45
2023_25,36
2023_26,40
2023_27,42
2023_28,35
2023_29,48
2023_30,42
2023_31,43
2023_32,46
2023_33,49
2023_34,38
2023_35,52
2023_36,45
2023_37,44
2023_38,57
2023_39,52
2023_40,51
2023_41,43
2023_42,49
2023_43,50
2023_44,52
2023_45,38
2023_46,40
2023_47,55
2023_48,46
2023_49,26
