year_week,count
2019_28,1
2019_29,1
2019_30,1
2019_31,2
2019_33,2
2019_34,3
2019_35,1
2019_36,5
2019_37,1
2019_38,3
2019_39,2
2019_40,5
2019_41,5
2019_42,2
2019_43,5
2019_44,3
2019_45,5
2019_46,6
2019_47,5
2019_48,5
2019_49,3
2019_50,3
2019_51,5
2019_52,1
2020_00,4
2020_01,5
2020_02,1
2020_03,6
2020_04,6
2020_05,8
2020_06,12
2020_07,8
2020_08,6
2020_09,16
2020_10,16
2020_11,6
2020_12,5
2020_13,9
2020_14,3
2020_15,15
2020_16,21
2020_17,11
2020_18,17
2020_19,11
2020_20,9
2020_21,10
2020_22,16
2020_23,15
2020_24,8
2020_25,13
2020_26,13
2020_27,12
2020_28,10
2020_29,12
2020_30,14
2020_31,10
2020_32,16
2020_33,20
2020_34,19
2020_35,18
2020_36,20
2020_37,23
2020_38,23
2020_39,18
2020_40,22
2020_41,16
2020_42,19
2020_43,16
2020_44,18
2020_45,12
2020_46,19
2020_47,27
2020_48,13
2020_49,19
2020_50,21
2020_51,19
2020_52,7
2021_00,19
2021_01,15
2021_02,17
2021_03,20
2021_04,28
2021_05,26
2021_06,22
2021_07,22
2021_08,19
2021_09,24
2021_10,21
2021_11,29
2021_12,13
2021_13,22
2021_14,27
2021_15,20
2021_16,16
2021_17,22
2021_18,21
2021_19,31
2021_20,28
2021_21,26
2021_22,28
2021_23,18
2021_24,14
2021_25,25
2021_26,29
2021_27,23
2021_28,29
2021_29,29
2021_30,32
2021_31,31
2021_32,24
2021_33,22
2021_34,33
2021_35,33
2021_36,25
2021_37,24
2021_38,32
2021_39,33
2021_40,32
2021_41,40
2021_42,36
2021_43,40
2021_44,20
2021_45,32
2021_46,28
2021_47,35
2021_48,21
2021_49,32
2021_50,35
2021_51,29
2021_52,6
2022_00,29
2022_01,35
2022_02,37
2022_03,32
2022_04,39
2022_05,27
2022_06,36
2022_07,35
2022_08,35
2022_09,25
2022_10,33
2022_11,43
2022_12,54
2022_13,36
2022_14,34
2022_15,38
2022_16,33
2022_17,41
2022_18,31
2022_19,46
2022_20,34
2022_21,37
2022_22,34
2022_23,46
2022_24,38
2022_25,32
2022_26,35
2022_27,39
2022_28,45
2022_29,35
2022_30,53
2022_31,40
2022_32,32
2022_33,36
2022_34,35
2022_35,40
2022_36,46
2022_37,45
2022_38,42
2022_39,38
2022_40,54
2022_41,39
2022_42,51
2022_43,49
2022_44,50
2022_45,50
2022_46,39
2022_47,50
2022_48,48
2022_49,47
2022_50,41
2022_51,35
2022_52,9
2023_00,48
2023_01,41
2023_02,37
2023_03,57
2023_04,55
2023_05,44
2023_06,37
2023_07,39
2023_08,68
2023_09,58
2023_10,57
2023_11,61
2023_12,54
2023_13,49
2023_14,51
2023_15,52
2023_16,47
2023_17,51
2023_18,59
2023_19,42
2023_20,64
2023_21,58
2023_22,70
2023_23,62
2023_24,53
2023_25,47
2023_26,53
2023_27,58
2023_28,67
2023_29,54
2023_30,49
2023_31,73
2023_32,49
2023_33,63
2023_34,56
2023_35,72
2023_36,55
2023_37,59
2023_38,55
2023_39,53
2023_40,54
2023_41,61
2023_42,63
2023_43,72
2023_44,59
2023_45,64
2023_46,59
2023_47,59
2023_48,60
2023_49,25
