year_week,count
2019_29,1
2019_32,2
2019_33,2
2019_34,2
2019_35,2
2019_36,4
2019_37,2
2019_38,4
2019_39,2
2019_40,3
2019_41,2
2019_42,2
2019_43,1
2019_44,4
2019_45,6
2019_46,7
2019_47,5
2019_48,4
2019_49,4
2019_50,5
2019_51,11
2019_52,4
2020_00,4
2020_01,10
2020_02,6
2020_03,4
2020_04,9
2020_05,6
2020_06,5
2020_07,12
2020_08,12
2020_09,17
2020_10,12
2020_11,9
2020_12,7
2020_13,10
2020_14,10
2020_15,9
2020_16,12
2020_17,12
2020_18,10
2020_19,9
2020_20,10
2020_21,8
2020_22,8
2020_23,8
2020_24,13
2020_25,15
2020_26,14
2020_27,9
2020_28,18
2020_29,18
2020_30,9
2020_31,13
2020_32,19
2020_33,14
2020_34,10
2020_35,11
2020_36,23
2020_37,14
2020_38,12
2020_39,22
2020_40,11
2020_41,19
2020_42,15
2020_43,21
2020_44,16
2020_45,20
2020_46,21
2020_47,19
2020_48,17
2020_49,23
2020_50,12
2020_51,19
2020_52,6
2021_00,19
2021_01,24
2021_02,12
2021_03,19
2021_04,27
2021_05,16
2021_06,24
2021_07,21
2021_08,20
2021_09,24
2021_10,23
2021_11,24
2021_12,23
2021_13,27
2021_14,24
2021_15,31
2021_16,27
2021_17,36
2021_18,18
2021_19,27
2021_20,31
2021_21,24
2021_22,22
2021_23,27
2021_24,31
2021_25,22
2021_26,26
2021_27,28
2021_28,32
2021_29,23
2021_30,30
2021_31,30
2021_32,22
2021_33,35
2021_34,36
2021_35,23
2021_36,30
2021_37,31
2021_38,28
2021_39,37
2021_40,42
2021_41,47
2021_42,49
2021_43,31
2021_44,29
2021_45,31
2021_46,35
2021_47,36
2021_48,53
2021_49,39
2021_50,29
2021_51,35
2021_52,9
2022_00,30
2022_01,19
2022_02,47
2022_03,31
2022_04,34
2022_05,32
2022_06,30
2022_07,27
2022_08,37
2022_09,35
2022_10,33
2022_11,34
2022_12,46
2022_13,30
2022_14,41
2022_15,37
2022_16,20
2022_17,44
2022_18,34
2022_19,37
2022_20,37
2022_21,31
2022_22,46
2022_23,42
2022_24,35
2022_25,43
2022_26,41
2022_27,34
2022_28,54
2022_29,30
2022_30,36
2022_31,36
2022_32,46
2022_33,34
2022_34,35
2022_35,42
2022_36,46
2022_37,51
2022_38,41
2022_39,41
2022_40,36
2022_41,41
2022_42,47
2022_43,48
2022_44,50
2022_45,53
2022_46,47
2022_47,54
2022_48,33
2022_49,47
2022_50,37
2022_51,46
2022_52,16
2023_00,35
2023_01,42
2023_02,52
2023_03,50
2023_04,48
2023_05,52
2023_06,46
2023_07,40
2023_08,46
2023_09,48
2023_10,44
2023_11,45
2023_12,51
2023_13,48
2023_14,62
2023_15,47
2023_16,44
2023_17,47
2023_18,57
2023_19,52
2023_20,54
2023_21,58
2023_22,60
2023_23,67
2023_24,51
2023_25,50
2023_26,48
2023_27,58
2023_28,56
2023_29,61
2023_30,49
2023_31,49
2023_32,61
2023_33,54
2023_34,68
2023_35,50
2023_36,58
2023_37,67
2023_38,70
2023_39,51
2023_40,66
2023_41,67
2023_42,49
2023_43,62
2023_44,58
2023_45,61
2023_46,71
2023_47,73
2023_48,64
2023_49,22
