year_week,count
2019_32,1
2019_36,1
2019_37,1
2019_39,2
2019_41,2
2019_44,1
2019_45,1
2019_46,1
2019_48,3
2019_49,1
2020_00,2
2020_02,1
2020_03,1
2020_04,1
2020_06,1
2020_07,3
2020_08,2
2020_09,1
2020_10,1
2020_11,1
2020_12,1
2020_13,5
2020_14,3
2020_18,1
2020_19,6
2020_20,5
2020_21,3
2020_22,3
2020_23,2
2020_24,2
2020_25,5
2020_26,1
2020_27,4
2020_28,2
2020_29,1
2020_30,2
2020_31,2
2020_32,3
2020_33,3
2020_34,3
2020_35,2
2020_36,6
2020_37,3
2020_38,7
2020_39,6
2020_40,2
2020_41,3
2020_42,2
2020_43,3
2020_44,5
2020_45,6
2020_46,6
2020_47,3
2020_48,4
2020_50,7
2020_51,7
2020_52,2
2021_00,1
2021_01,2
2021_02,5
2021_03,7
2021_04,11
2021_06,4
2021_07,5
2021_08,2
2021_09,5
2021_10,3
2021_11,6
2021_12,4
2021_13,2
2021_14,7
2021_15,6
2021_16,3
2021_17,5
2021_18,5
2021_19,3
2021_20,4
2021_21,2
2021_22,2
2021_23,4
2021_24,4
2021_25,6
2021_26,4
2021_27,4
2021_28,3
2021_29,7
2021_30,3
2021_31,4
2021_32,6
2021_33,9
2021_34,9
2021_35,6
2021_36,7
2021_37,6
2021_38,4
2021_39,6
2021_40,7
2021_41,3
2021_42,5
2021_43,7
2021_44,8
2021_45,9
2021_46,6
2021_47,6
2021_48,3
2021_49,6
2021_50,2
2021_51,8
2021_52,2
2022_00,7
2022_01,4
2022_02,8
2022_03,2
2022_04,8
2022_05,3
2022_06,4
2022_07,10
2022_08,6
2022_09,9
2022_10,4
2022_11,7
2022_12,9
2022_13,12
2022_14,9
2022_15,3
2022_16,6
2022_17,8
2022_18,15
2022_19,14
2022_20,9
2022_21,5
2022_22,11
2022_23,7
2022_24,6
2022_25,9
2022_26,5
2022_27,6
2022_28,5
2022_29,12
2022_30,8
2022_31,9
2022_32,8
2022_33,4
2022_34,8
2022_35,12
2022_36,6
2022_37,10
2022_38,11
2022_39,7
2022_40,12
2022_41,13
2022_42,9
2022_43,11
2022_44,11
2022_45,10
2022_46,9
2022_47,11
2022_48,10
2022_49,15
2022_50,9
2022_51,14
2022_52,4
2023_00,6
2023_01,11
2023_02,10
2023_03,13
2023_04,11
2023_05,14
2023_06,17
2023_07,5
2023_08,14
2023_09,12
2023_10,11
2023_11,14
2023_12,4
2023_13,16
2023_14,13
2023_15,13
2023_16,19
2023_17,9
2023_18,12
2023_19,19
2023_20,12
2023_21,10
2023_22,13
2023_23,8
2023_24,7
2023_25,12
2023_26,10
2023_27,15
2023_28,17
2023_29,9
2023_30,19
2023_31,15
2023_32,11
2023_33,11
2023_34,14
2023_35,12
2023_36,14
2023_37,10
2023_38,12
2023_39,13
2023_40,13
2023_41,17
2023_42,19
2023_43,9
2023_44,14
2023_45,7
2023_46,12
2023_47,11
2023_48,13
2023_49,2
