year_week,count
2019_29,1
2019_32,1
2019_33,1
2019_34,2
2019_35,1
2019_36,2
2019_37,2
2019_38,4
2019_39,5
2019_40,2
2019_41,5
2019_42,3
2019_43,2
2019_44,2
2019_45,5
2019_46,3
2019_47,2
2019_48,5
2019_49,10
2019_50,2
2019_51,10
2020_00,3
2020_01,6
2020_02,12
2020_03,10
2020_04,4
2020_05,15
2020_06,5
2020_07,7
2020_08,11
2020_09,4
2020_10,10
2020_11,8
2020_12,13
2020_13,15
2020_14,15
2020_15,16
2020_16,18
2020_17,10
2020_18,8
2020_19,9
2020_20,5
2020_21,11
2020_22,10
2020_23,12
2020_24,17
2020_25,9
2020_26,16
2020_27,15
2020_28,12
2020_29,14
2020_30,8
2020_31,14
2020_32,22
2020_33,17
2020_34,9
2020_35,12
2020_36,15
2020_37,19
2020_38,14
2020_39,24
2020_40,15
2020_41,19
2020_42,18
2020_43,17
2020_44,17
2020_45,16
2020_46,25
2020_47,21
2020_48,21
2020_49,28
2020_50,20
2020_51,23
2020_52,5
2021_00,17
2021_01,19
2021_02,17
2021_03,16
2021_04,20
2021_05,27
2021_06,19
2021_07,15
2021_08,26
2021_09,18
2021_10,14
2021_11,27
2021_12,21
2021_13,23
2021_14,21
2021_15,21
2021_16,29
2021_17,22
2021_18,29
2021_19,28
2021_20,36
2021_21,31
2021_22,21
2021_23,29
2021_24,21
2021_25,23
2021_26,29
2021_27,21
2021_28,30
2021_29,23
2021_30,24
2021_31,34
2021_32,35
2021_33,27
2021_34,36
2021_35,34
2021_36,35
2021_37,34
2021_38,27
2021_39,27
2021_40,30
2021_41,31
2021_42,29
2021_43,43
2021_44,37
2021_45,21
2021_46,34
2021_47,44
2021_48,44
2021_49,46
2021_50,27
2021_51,33
2021_52,8
2022_00,27
2022_01,34
2022_02,43
2022_03,34
2022_04,28
2022_05,25
2022_06,29
2022_07,37
2022_08,32
2022_09,30
2022_10,24
2022_11,45
2022_12,38
2022_13,21
2022_14,35
2022_15,30
2022_16,38
2022_17,37
2022_18,42
2022_19,36
2022_20,35
2022_21,41
2022_22,36
2022_23,45
2022_24,35
2022_25,35
2022_26,35
2022_27,41
2022_28,29
2022_29,50
2022_30,43
2022_31,35
2022_32,30
2022_33,39
2022_34,47
2022_35,45
2022_36,50
2022_37,39
2022_38,35
2022_39,45
2022_40,50
2022_41,38
2022_42,45
2022_43,48
2022_44,44
2022_45,33
2022_46,53
2022_47,36
2022_48,40
2022_49,44
2022_50,59
2022_51,44
2022_52,19
2023_00,49
2023_01,47
2023_02,40
2023_03,44
2023_04,55
2023_05,58
2023_06,44
2023_07,52
2023_08,50
2023_09,49
2023_10,52
2023_11,60
2023_12,51
2023_13,42
2023_14,56
2023_15,56
2023_16,54
2023_17,49
2023_18,59
2023_19,55
2023_20,51
2023_21,62
2023_22,63
2023_23,54
2023_24,68
2023_25,57
2023_26,61
2023_27,66
2023_28,64
2023_29,61
2023_30,60
2023_31,50
2023_32,58
2023_33,58
2023_34,54
2023_35,47
2023_36,63
2023_37,58
2023_38,46
2023_39,58
2023_40,59
2023_41,54
2023_42,51
2023_43,68
2023_44,73
2023_45,52
2023_46,70
2023_47,49
2023_48,53
2023_49,38
