year_week,count
2019_30,1
2019_31,1
2019_32,1
2019_33,1
2019_34,1
2019_36,1
2019_38,1
2019_39,3
2019_42,4
2019_43,1
2019_44,1
2019_45,2
2019_46,5
2019_47,4
2019_48,3
2019_49,3
2019_50,2
2019_51,2
2020_01,5
2020_02,3
2020_03,3
2020_04,2
2020_05,2
2020_06,2
2020_07,1
2020_08,2
2020_09,3
2020_11,2
2020_12,3
2020_13,4
2020_14,8
2020_15,2
2020_16,6
2020_17,3
2020_18,5
2020_19,2
2020_20,6
2020_21,4
2020_22,8
2020_24,3
2020_25,4
2020_26,4
2020_27,2
2020_29,2
2020_30,6
2020_31,3
2020_32,7
2020_33,6
2020_34,3
2020_35,4
2020_36,4
2020_37,6
2020_38,5
2020_39,1
2020_40,4
2020_41,4
2020_42,6
2020_43,7
2020_44,3
2020_45,6
2020_46,6
2020_47,6
2020_48,4
2020_49,6
2020_50,5
2020_51,6
2020_52,3
2021_00,11
2021_01,8
2021_02,6
2021_03,8
2021_04,7
2021_05,7
2021_06,6
2021_07,6
2021_08,9
2021_09,5
2021_10,2
2021_11,11
2021_12,11
2021_13,10
2021_14,5
2021_15,5
2021_16,9
2021_17,3
2021_18,4
2021_19,4
2021_20,10
2021_21,13
2021_22,14
2021_23,6
2021_24,6
2021_25,5
2021_26,15
2021_27,14
2021_28,5
2021_29,7
2021_30,10
2021_31,13
2021_32,13
2021_33,13
2021_34,6
2021_35,13
2021_36,8
2021_37,14
2021_38,11
2021_39,11
2021_40,11
2021_41,10
2021_42,10
2021_43,11
2021_44,14
2021_45,9
2021_46,5
2021_47,9
2021_48,9
2021_49,15
2021_50,13
2021_51,14
2021_52,3
2022_00,15
2022_01,8
2022_02,13
2022_03,12
2022_04,13
2022_05,13
2022_06,9
2022_07,18
2022_08,16
2022_09,12
2022_10,13
2022_11,10
2022_12,19
2022_13,11
2022_14,14
2022_15,9
2022_16,16
2022_17,6
2022_18,11
2022_19,18
2022_20,20
2022_21,13
2022_22,12
2022_23,13
2022_24,10
2022_25,16
2022_26,14
2022_27,13
2022_28,13
2022_29,13
2022_30,29
2022_31,17
2022_32,18
2022_33,16
2022_34,24
2022_35,11
2022_36,17
2022_37,11
2022_38,21
2022_39,20
2022_40,18
2022_41,20
2022_42,18
2022_43,17
2022_44,18
2022_45,14
2022_46,21
2022_47,16
2022_48,16
2022_49,15
2022_50,12
2022_51,9
2022_52,7
2023_00,14
2023_01,15
2023_02,20
2023_03,13
2023_04,18
2023_05,12
2023_06,20
2023_07,18
2023_08,16
2023_09,14
2023_10,18
2023_11,17
2023_12,18
2023_13,25
2023_14,25
2023_15,13
2023_16,20
2023_17,17
2023_18,12
2023_19,18
2023_20,15
2023_21,18
2023_22,13
2023_23,23
2023_24,21
2023_25,28
2023_26,15
2023_27,26
2023_28,17
2023_29,18
2023_30,29
2023_31,22
2023_32,22
2023_33,19
2023_34,19
2023_35,21
2023_36,17
2023_37,19
2023_38,25
2023_39,21
2023_40,16
2023_41,20
2023_42,34
2023_43,34
2023_44,19
2023_45,24
2023_46,18
2023_47,28
2023_48,26
2023_49,13
