year_week,count
2019_32,2
2019_33,4
2019_34,2
2019_35,2
2019_37,1
2019_38,2
2019_39,6
2019_40,8
2019_41,1
2019_42,3
2019_43,6
2019_44,5
2019_45,5
2019_46,1
2019_47,7
2019_48,7
2019_49,5
2019_50,2
2019_51,5
2019_52,3
2020_00,3
2020_01,6
2020_02,10
2020_03,15
2020_04,11
2020_05,11
2020_06,10
2020_07,6
2020_08,4
2020_09,11
2020_10,8
2020_11,9
2020_12,9
2020_13,16
2020_14,8
2020_15,13
2020_16,12
2020_17,13
2020_18,9
2020_19,5
2020_20,12
2020_21,12
2020_22,9
2020_23,15
2020_24,15
2020_25,13
2020_26,17
2020_27,11
2020_28,13
2020_29,17
2020_30,12
2020_31,15
2020_32,15
2020_33,20
2020_34,12
2020_35,17
2020_36,14
2020_37,16
2020_38,15
2020_39,20
2020_40,17
2020_41,22
2020_42,13
2020_43,18
2020_44,15
2020_45,14
2020_46,17
2020_47,19
2020_48,12
2020_49,23
2020_50,22
2020_51,20
2020_52,8
2021_00,24
2021_01,22
2021_02,20
2021_03,24
2021_04,20
2021_05,28
2021_06,19
2021_07,22
2021_08,23
2021_09,26
2021_10,22
2021_11,34
2021_12,26
2021_13,25
2021_14,28
2021_15,20
2021_16,28
2021_17,24
2021_18,35
2021_19,27
2021_20,21
2021_21,20
2021_22,28
2021_23,23
2021_24,23
2021_25,23
2021_26,24
2021_27,28
2021_28,22
2021_29,30
2021_30,25
2021_31,28
2021_32,30
2021_33,32
2021_34,35
2021_35,32
2021_36,28
2021_37,31
2021_38,27
2021_39,31
2021_40,31
2021_41,28
2021_42,28
2021_43,48
2021_44,28
2021_45,33
2021_46,32
2021_47,39
2021_48,30
2021_49,26
2021_50,26
2021_51,31
2021_52,5
2022_00,33
2022_01,32
2022_02,29
2022_03,35
2022_04,35
2022_05,30
2022_06,27
2022_07,34
2022_08,41
2022_09,42
2022_10,29
2022_11,34
2022_12,35
2022_13,30
2022_14,26
2022_15,27
2022_16,36
2022_17,45
2022_18,46
2022_19,32
2022_20,31
2022_21,42
2022_22,36
2022_23,26
2022_24,31
2022_25,43
2022_26,41
2022_27,29
2022_28,47
2022_29,49
2022_30,39
2022_31,37
2022_32,48
2022_33,43
2022_34,39
2022_35,40
2022_36,49
2022_37,49
2022_38,43
2022_39,41
2022_40,40
2022_41,46
2022_42,44
2022_43,40
2022_44,41
2022_45,46
2022_46,52
2022_47,64
2022_48,45
2022_49,47
2022_50,45
2022_51,45
2022_52,17
2023_00,33
2023_01,50
2023_02,46
2023_03,53
2023_04,51
2023_05,52
2023_06,37
2023_07,66
2023_08,45
2023_09,56
2023_10,45
2023_11,65
2023_12,49
2023_13,50
2023_14,53
2023_15,37
2023_16,49
2023_17,48
2023_18,47
2023_19,57
2023_20,58
2023_21,50
2023_22,67
2023_23,54
2023_24,48
2023_25,44
2023_26,55
2023_27,57
2023_28,50
2023_29,57
2023_30,42
2023_31,56
2023_32,65
2023_33,57
2023_34,71
2023_35,68
2023_36,78
2023_37,61
2023_38,64
2023_39,67
2023_40,72
2023_41,67
2023_42,77
2023_43,69
2023_44,56
2023_45,63
2023_46,67
2023_47,62
2023_48,65
2023_49,29
