year_week,count
2019_31,1
2019_42,1
2019_44,1
2019_46,1
2019_48,2
2019_52,1
2020_02,2
2020_05,1
2020_08,1
2020_12,1
2020_15,2
2020_17,2
2020_18,3
2020_19,1
2020_21,2
2020_22,3
2020_23,2
2020_26,4
2020_28,2
2020_29,1
2020_30,1
2020_31,1
2020_32,1
2020_33,4
2020_36,2
2020_39,1
2020_40,1
2020_41,2
2020_43,4
2020_44,1
2020_45,1
2020_46,2
2020_47,4
2020_49,1
2020_50,1
2020_51,5
2021_01,2
2021_02,1
2021_03,3
2021_05,1
2021_11,5
2021_12,1
2021_13,1
2021_15,2
2021_16,3
2021_17,1
2021_19,1
2021_20,1
2021_21,2
2021_22,1
2021_23,1
2021_24,1
2021_25,2
2021_26,4
2021_27,2
2021_28,3
2021_29,2
2021_30,1
2021_31,1
2021_33,3
2021_34,3
2021_36,1
2021_37,1
2021_38,2
2021_39,6
2021_40,2
2021_42,4
2021_43,1
2021_44,1
2021_45,2
2021_46,4
2021_48,2
2021_49,3
2021_50,3
2021_51,1
2022_00,2
2022_01,2
2022_02,3
2022_03,2
2022_04,3
2022_05,6
2022_06,3
2022_07,3
2022_08,3
2022_09,3
2022_10,4
2022_11,2
2022_12,4
2022_13,2
2022_14,10
2022_15,2
2022_16,5
2022_17,4
2022_18,1
2022_19,1
2022_21,3
2022_22,1
2022_24,2
2022_25,3
2022_27,3
2022_28,6
2022_29,3
2022_30,3
2022_31,4
2022_32,4
2022_33,2
2022_34,4
2022_35,1
2022_36,4
2022_38,4
2022_39,3
2022_40,1
2022_41,2
2022_42,1
2022_43,4
2022_44,2
2022_45,4
2022_46,4
2022_47,4
2022_49,4
2022_50,1
2022_51,4
2023_00,3
2023_01,5
2023_02,1
2023_03,8
2023_04,5
2023_05,4
2023_06,1
2023_07,7
2023_08,3
2023_09,3
2023_10,3
2023_11,5
2023_12,6
2023_13,3
2023_14,3
2023_15,3
2023_16,4
2023_17,6
2023_18,5
2023_19,8
2023_20,8
2023_21,5
2023_22,4
2023_23,3
2023_24,3
2023_25,4
2023_26,2
2023_27,3
2023_28,8
2023_29,4
2023_30,3
2023_31,5
2023_32,5
2023_33,9
2023_34,5
2023_35,2
2023_36,3
2023_37,10
2023_38,3
2023_39,1
2023_40,1
2023_41,3
2023_43,1
2023_44,2
2023_45,2
2023_46,5
2023_47,5
2023_48,7
