year_week,count
2019_34,1
2019_36,1
2019_37,2
2019_38,1
2019_39,1
2019_42,2
2019_44,4
2019_46,3
2019_47,1
2019_48,3
2019_49,1
2020_00,1
2020_01,3
2020_02,4
2020_03,3
2020_04,1
2020_05,3
2020_06,2
2020_07,4
2020_08,5
2020_09,3
2020_10,4
2020_11,4
2020_12,3
2020_13,3
2020_14,8
2020_15,4
2020_16,2
2020_17,4
2020_18,4
2020_19,3
2020_20,6
2020_21,6
2020_22,4
2020_23,4
2020_24,2
2020_25,4
2020_26,3
2020_27,4
2020_28,5
2020_29,1
2020_30,7
2020_31,2
2020_32,8
2020_33,5
2020_34,5
2020_35,6
2020_36,6
2020_37,8
2020_38,4
2020_39,4
2020_40,1
2020_41,4
2020_42,5
2020_43,6
2020_44,6
2020_45,6
2020_46,5
2020_47,11
2020_48,5
2020_49,6
2020_50,6
2020_51,6
2020_52,1
2021_00,5
2021_01,7
2021_02,4
2021_03,8
2021_04,4
2021_05,6
2021_06,6
2021_07,4
2021_08,7
2021_09,5
2021_10,11
2021_11,9
2021_12,4
2021_13,8
2021_14,8
2021_15,6
2021_16,6
2021_17,5
2021_18,7
2021_19,7
2021_20,10
2021_21,8
2021_22,9
2021_23,11
2021_24,13
2021_25,9
2021_26,9
2021_27,6
2021_28,11
2021_29,15
2021_30,6
2021_31,10
2021_32,11
2021_33,9
2021_34,9
2021_35,9
2021_36,12
2021_37,14
2021_38,13
2021_39,13
2021_40,12
2021_41,10
2021_42,7
2021_43,12
2021_44,5
2021_45,10
2021_46,9
2021_47,8
2021_48,3
2021_49,9
2021_50,13
2021_51,19
2021_52,1
2022_00,9
2022_01,15
2022_02,12
2022_03,9
2022_04,11
2022_05,4
2022_06,7
2022_07,12
2022_08,14
2022_09,12
2022_10,10
2022_11,13
2022_12,14
2022_13,8
2022_14,10
2022_15,22
2022_16,9
2022_17,14
2022_18,11
2022_19,13
2022_20,11
2022_21,21
2022_22,15
2022_23,16
2022_24,14
2022_25,12
2022_26,16
2022_27,15
2022_28,8
2022_29,11
2022_30,16
2022_31,15
2022_32,14
2022_33,12
2022_34,10
2022_35,25
2022_36,16
2022_37,13
2022_38,16
2022_39,13
2022_40,18
2022_41,22
2022_42,15
2022_43,17
2022_44,21
2022_45,18
2022_46,19
2022_47,13
2022_48,12
2022_49,13
2022_50,19
2022_51,14
2022_52,7
2023_00,18
2023_01,11
2023_02,18
2023_03,15
2023_04,15
2023_05,11
2023_06,21
2023_07,15
2023_08,22
2023_09,14
2023_10,12
2023_11,17
2023_12,18
2023_13,25
2023_14,22
2023_15,19
2023_16,19
2023_17,11
2023_18,14
2023_19,21
2023_20,20
2023_21,24
2023_22,13
2023_23,13
2023_24,20
2023_25,20
2023_26,18
2023_27,25
2023_28,21
2023_29,28
2023_30,23
2023_31,19
2023_32,19
2023_33,16
2023_34,21
2023_35,26
2023_36,21
2023_37,15
2023_38,26
2023_39,26
2023_40,20
2023_41,19
2023_42,18
2023_43,16
2023_44,22
2023_45,16
2023_46,23
2023_47,26
2023_48,18
2023_49,7
