year_week,count
2019_28,1
2019_30,1
2019_32,1
2019_33,2
2019_34,4
2019_35,1
2019_36,3
2019_37,1
2019_38,2
2019_39,4
2019_40,3
2019_41,2
2019_42,3
2019_43,4
2019_44,2
2019_45,6
2019_46,2
2019_47,1
2019_48,3
2019_49,4
2019_50,5
2019_51,6
2019_52,3
2020_00,4
2020_01,4
2020_02,2
2020_03,6
2020_04,6
2020_05,8
2020_06,2
2020_07,6
2020_08,6
2020_09,7
2020_10,10
2020_11,3
2020_12,15
2020_13,12
2020_14,6
2020_15,8
2020_16,6
2020_17,5
2020_18,6
2020_19,10
2020_20,11
2020_21,11
2020_22,8
2020_23,10
2020_24,9
2020_25,6
2020_26,11
2020_27,5
2020_28,7
2020_29,6
2020_30,8
2020_31,5
2020_32,11
2020_33,14
2020_34,16
2020_35,12
2020_36,8
2020_37,4
2020_38,10
2020_39,11
2020_40,13
2020_41,7
2020_42,18
2020_43,8
2020_44,15
2020_45,13
2020_46,11
2020_47,18
2020_48,11
2020_49,14
2020_50,15
2020_51,16
2020_52,4
2021_00,18
2021_01,11
2021_02,14
2021_03,8
2021_04,10
2021_05,17
2021_06,23
2021_07,12
2021_08,11
2021_09,15
2021_10,16
2021_11,22
2021_12,12
2021_13,18
2021_14,13
2021_15,18
2021_16,27
2021_17,24
2021_18,19
2021_19,10
2021_20,17
2021_21,17
2021_22,19
2021_23,22
2021_24,17
2021_25,23
2021_26,23
2021_27,16
2021_28,27
2021_29,24
2021_30,22
2021_31,17
2021_32,27
2021_33,13
2021_34,24
2021_35,24
2021_36,15
2021_37,23
2021_38,23
2021_39,21
2021_40,17
2021_41,20
2021_42,28
2021_43,23
2021_44,22
2021_45,25
2021_46,21
2021_47,19
2021_48,25
2021_49,18
2021_50,17
2021_51,31
2021_52,6
2022_00,24
2022_01,30
2022_02,30
2022_03,24
2022_04,23
2022_05,28
2022_06,39
2022_07,32
2022_08,16
2022_09,23
2022_10,44
2022_11,25
2022_12,36
2022_13,26
2022_14,31
2022_15,18
2022_16,29
2022_17,26
2022_18,35
2022_19,38
2022_20,40
2022_21,22
2022_22,33
2022_23,36
2022_24,27
2022_25,29
2022_26,37
2022_27,26
2022_28,27
2022_29,29
2022_30,25
2022_31,37
2022_32,36
2022_33,31
2022_34,34
2022_35,38
2022_36,28
2022_37,32
2022_38,24
2022_39,28
2022_40,23
2022_41,32
2022_42,28
2022_43,50
2022_44,32
2022_45,36
2022_46,41
2022_47,37
2022_48,31
2022_49,32
2022_50,38
2022_51,27
2022_52,6
2023_00,27
2023_01,40
2023_02,36
2023_03,36
2023_04,37
2023_05,33
2023_06,36
2023_07,41
2023_08,32
2023_09,32
2023_10,34
2023_11,42
2023_12,50
2023_13,37
2023_14,42
2023_15,45
2023_16,39
2023_17,39
2023_18,40
2023_19,45
2023_20,36
2023_21,47
2023_22,29
2023_23,40
2023_24,43
2023_25,51
2023_26,28
2023_27,37
2023_28,41
2023_29,40
2023_30,37
2023_31,40
2023_32,31
2023_33,30
2023_34,33
2023_35,33
2023_36,47
2023_37,36
2023_38,44
2023_39,50
2023_40,47
2023_41,47
2023_42,42
2023_43,56
2023_44,43
2023_45,34
2023_46,46
2023_47,58
2023_48,46
2023_49,20
