year_week,count
2019_37,1
2019_38,1
2019_40,1
2019_43,1
2019_48,1
2019_49,1
2019_51,2
2020_04,2
2020_06,2
2020_08,2
2020_09,2
2020_10,1
2020_11,2
2020_12,2
2020_14,1
2020_15,1
2020_18,1
2020_19,4
2020_22,4
2020_23,4
2020_24,1
2020_26,2
2020_27,1
2020_28,1
2020_30,1
2020_31,1
2020_32,2
2020_33,2
2020_34,2
2020_35,1
2020_36,3
2020_37,1
2020_39,3
2020_40,1
2020_41,5
2020_42,1
2020_43,1
2020_44,2
2020_46,4
2020_47,4
2020_48,3
2020_49,3
2020_50,1
2020_51,7
2021_00,2
2021_01,7
2021_03,3
2021_04,8
2021_05,3
2021_06,1
2021_07,4
2021_08,5
2021_09,3
2021_10,5
2021_11,1
2021_12,4
2021_13,5
2021_14,2
2021_15,2
2021_16,4
2021_17,4
2021_18,6
2021_19,2
2021_20,1
2021_22,2
2021_23,2
2021_24,4
2021_25,2
2021_26,2
2021_27,4
2021_28,2
2021_29,1
2021_30,3
2021_31,2
2021_32,4
2021_33,6
2021_34,4
2021_35,6
2021_36,5
2021_37,4
2021_38,5
2021_39,2
2021_40,7
2021_41,5
2021_42,5
2021_43,5
2021_44,3
2021_45,6
2021_46,3
2021_47,3
2021_48,5
2021_49,7
2021_50,4
2021_51,6
2022_00,4
2022_01,3
2022_02,5
2022_03,6
2022_04,3
2022_05,4
2022_06,7
2022_07,10
2022_08,7
2022_09,4
2022_10,6
2022_11,2
2022_12,8
2022_13,5
2022_14,2
2022_15,3
2022_16,3
2022_17,5
2022_18,5
2022_19,4
2022_20,6
2022_21,6
2022_22,7
2022_23,5
2022_24,3
2022_25,5
2022_26,6
2022_27,9
2022_28,10
2022_29,6
2022_30,6
2022_31,4
2022_32,1
2022_33,3
2022_34,5
2022_35,6
2022_36,8
2022_37,8
2022_38,6
2022_39,4
2022_40,10
2022_41,4
2022_42,5
2022_43,4
2022_44,6
2022_45,6
2022_46,8
2022_47,10
2022_48,9
2022_49,7
2022_50,8
2022_51,7
2022_52,3
2023_00,5
2023_01,4
2023_02,12
2023_03,8
2023_04,6
2023_05,11
2023_06,2
2023_07,9
2023_08,5
2023_09,14
2023_10,10
2023_11,9
2023_12,8
2023_13,9
2023_14,7
2023_15,6
2023_16,6
2023_17,8
2023_18,5
2023_19,10
2023_20,13
2023_21,6
2023_22,7
2023_23,8
2023_24,6
2023_25,6
2023_26,8
2023_27,7
2023_28,3
2023_29,5
2023_30,9
2023_31,5
2023_32,8
2023_33,7
2023_34,6
2023_35,7
2023_36,5
2023_37,2
2023_38,7
2023_39,7
2023_40,7
2023_41,3
2023_42,9
2023_43,11
2023_44,11
2023_45,6
2023_46,6
2023_47,10
2023_48,5
2023_49,4
