year_week,count
2019_28,1
2019_29,1
2019_30,2
2019_31,2
2019_32,1
2019_33,3
2019_34,6
2019_35,6
2019_36,1
2019_37,2
2019_38,5
2019_39,6
2019_40,6
2019_41,4
2019_42,5
2019_43,11
2019_44,9
2019_45,15
2019_46,7
2019_47,7
2019_48,10
2019_49,10
2019_50,11
2019_51,13
2019_52,4
2020_00,10
2020_01,22
2020_02,15
2020_03,16
2020_04,14
2020_05,13
2020_06,12
2020_07,17
2020_08,11
2020_09,10
2020_10,16
2020_11,14
2020_12,13
2020_13,18
2020_14,21
2020_15,13
2020_16,19
2020_17,14
2020_18,24
2020_19,17
2020_20,24
2020_21,27
2020_22,25
2020_23,27
2020_24,22
2020_25,22
2020_26,20
2020_27,30
2020_28,23
2020_29,28
2020_30,28
2020_31,31
2020_32,27
2020_33,27
2020_34,21
2020_35,37
2020_36,38
2020_37,20
2020_38,46
2020_39,26
2020_40,29
2020_41,25
2020_42,24
2020_43,31
2020_44,32
2020_45,39
2020_46,34
2020_47,36
2020_48,22
2020_49,32
2020_50,32
2020_51,26
2020_52,14
2021_00,21
2021_01,42
2021_02,29
2021_03,32
2021_04,40
2021_05,38
2021_06,31
2021_07,35
2021_08,43
2021_09,31
2021_10,44
2021_11,43
2021_12,43
2021_13,44
2021_14,42
2021_15,40
2021_16,39
2021_17,57
2021_18,55
2021_19,34
2021_20,50
2021_21,26
2021_22,43
2021_23,48
2021_24,57
2021_25,52
2021_26,50
2021_27,43
2021_28,45
2021_29,65
2021_30,54
2021_31,51
2021_32,60
2021_33,59
2021_34,53
2021_35,60
2021_36,61
2021_37,49
2021_38,57
2021_39,61
2021_40,64
2021_41,52
2021_42,62
2021_43,73
2021_44,43
2021_45,70
2021_46,50
2021_47,54
2021_48,50
2021_49,57
2021_50,58
2021_51,56
2021_52,14
2022_00,44
2022_01,69
2022_02,74
2022_03,50
2022_04,60
2022_05,59
2022_06,67
2022_07,66
2022_08,72
2022_09,71
2022_10,68
2022_11,64
2022_12,74
2022_13,61
2022_14,76
2022_15,69
2022_16,67
2022_17,70
2022_18,71
2022_19,69
2022_20,61
2022_21,69
2022_22,71
2022_23,81
2022_24,68
2022_25,73
2022_26,85
2022_27,75
2022_28,73
2022_29,73
2022_30,89
2022_31,71
2022_32,73
2022_33,73
2022_34,73
2022_35,79
2022_36,75
2022_37,92
2022_38,84
2022_39,78
2022_40,71
2022_41,90
2022_42,92
2022_43,90
2022_44,84
2022_45,89
2022_46,87
2022_47,76
2022_48,64
2022_49,92
2022_50,87
2022_51,86
2022_52,35
2023_00,62
2023_01,73
2023_02,88
2023_03,97
2023_04,87
2023_05,77
2023_06,88
2023_07,104
2023_08,91
2023_09,85
2023_10,112
2023_11,80
2023_12,104
2023_13,96
2023_14,117
2023_15,88
2023_16,94
2023_17,89
2023_18,97
2023_19,113
2023_20,98
2023_21,108
2023_22,102
2023_23,83
2023_24,104
2023_25,95
2023_26,117
2023_27,120
2023_28,123
2023_29,111
2023_30,107
2023_31,106
2023_32,102
2023_33,98
2023_34,87
2023_35,111
2023_36,96
2023_37,120
2023_38,133
2023_39,98
2023_40,89
2023_41,103
2023_42,97
2023_43,127
2023_44,109
2023_45,105
2023_46,126
2023_47,109
2023_48,90
2023_49,40
