year_week,count
2019_29,1
2019_32,2
2019_34,2
2019_37,1
2019_40,1
2019_42,3
2019_43,1
2019_44,4
2019_45,3
2019_46,2
2019_49,3
2019_50,2
2019_51,4
2019_52,1
2020_00,2
2020_01,2
2020_02,3
2020_03,1
2020_06,5
2020_07,3
2020_08,2
2020_09,3
2020_10,3
2020_11,6
2020_12,4
2020_13,4
2020_14,8
2020_15,2
2020_16,5
2020_17,5
2020_18,3
2020_19,2
2020_20,5
2020_21,5
2020_22,8
2020_23,3
2020_24,3
2020_25,2
2020_26,4
2020_27,2
2020_28,2
2020_29,2
2020_30,6
2020_31,5
2020_32,8
2020_33,5
2020_34,7
2020_35,6
2020_36,2
2020_37,2
2020_38,2
2020_39,5
2020_40,4
2020_41,2
2020_42,4
2020_43,7
2020_44,5
2020_45,6
2020_46,10
2020_47,10
2020_48,8
2020_49,7
2020_50,2
2020_51,6
2020_52,3
2021_00,3
2021_01,7
2021_02,5
2021_03,10
2021_04,6
2021_05,7
2021_06,5
2021_07,6
2021_08,5
2021_09,6
2021_10,4
2021_11,10
2021_12,13
2021_13,10
2021_14,7
2021_15,10
2021_16,8
2021_17,8
2021_18,10
2021_19,10
2021_20,12
2021_21,14
2021_22,3
2021_23,9
2021_24,8
2021_25,5
2021_26,11
2021_27,9
2021_28,12
2021_29,7
2021_30,4
2021_31,13
2021_32,13
2021_33,15
2021_34,12
2021_35,11
2021_36,6
2021_37,12
2021_38,2
2021_39,15
2021_40,13
2021_41,16
2021_42,12
2021_43,8
2021_44,14
2021_45,14
2021_46,7
2021_47,8
2021_48,9
2021_49,9
2021_50,20
2021_51,10
2021_52,4
2022_00,12
2022_01,7
2022_02,14
2022_03,18
2022_04,17
2022_05,18
2022_06,7
2022_07,13
2022_08,15
2022_09,9
2022_10,15
2022_11,14
2022_12,11
2022_13,6
2022_14,8
2022_15,10
2022_16,12
2022_17,9
2022_18,15
2022_19,14
2022_20,10
2022_21,18
2022_22,15
2022_23,13
2022_24,17
2022_25,10
2022_26,24
2022_27,14
2022_28,13
2022_29,11
2022_30,16
2022_31,14
2022_32,12
2022_33,13
2022_34,15
2022_35,14
2022_36,18
2022_37,12
2022_38,19
2022_39,13
2022_40,18
2022_41,21
2022_42,18
2022_43,16
2022_44,17
2022_45,17
2022_46,12
2022_47,22
2022_48,14
2022_49,15
2022_50,16
2022_51,20
2022_52,2
2023_00,9
2023_01,22
2023_02,21
2023_03,18
2023_04,24
2023_05,13
2023_06,19
2023_07,26
2023_08,14
2023_09,23
2023_10,17
2023_11,18
2023_12,27
2023_13,17
2023_14,22
2023_15,22
2023_16,16
2023_17,11
2023_18,14
2023_19,16
2023_20,22
2023_21,16
2023_22,8
2023_23,21
2023_24,22
2023_25,24
2023_26,23
2023_27,24
2023_28,19
2023_29,26
2023_30,18
2023_31,32
2023_32,21
2023_33,23
2023_34,21
2023_35,28
2023_36,17
2023_37,16
2023_38,20
2023_39,15
2023_40,17
2023_41,29
2023_42,27
2023_43,18
2023_44,21
2023_45,23
2023_46,19
2023_47,18
2023_48,28
2023_49,12
