year_week,count
2019_32,2
2019_34,1
2019_38,1
2019_40,1
2019_41,1
2019_42,2
2019_43,3
2019_46,2
2019_47,2
2019_49,2
2019_50,1
2019_51,1
2020_00,3
2020_01,5
2020_02,2
2020_03,1
2020_04,3
2020_05,4
2020_06,2
2020_07,4
2020_08,1
2020_09,2
2020_10,1
2020_11,3
2020_12,1
2020_13,6
2020_14,5
2020_15,7
2020_16,1
2020_17,3
2020_18,4
2020_19,5
2020_20,2
2020_21,4
2020_22,3
2020_23,1
2020_24,5
2020_25,5
2020_26,4
2020_27,1
2020_28,5
2020_29,5
2020_30,6
2020_31,4
2020_32,5
2020_33,5
2020_34,3
2020_35,1
2020_36,4
2020_37,4
2020_38,4
2020_39,3
2020_40,6
2020_41,1
2020_42,3
2020_43,5
2020_44,7
2020_45,2
2020_46,4
2020_47,2
2020_48,5
2020_49,3
2020_50,7
2020_51,9
2021_00,5
2021_01,4
2021_02,3
2021_03,3
2021_04,1
2021_05,11
2021_06,2
2021_07,7
2021_08,9
2021_09,3
2021_10,7
2021_11,11
2021_12,6
2021_13,5
2021_14,4
2021_15,4
2021_16,5
2021_17,8
2021_18,6
2021_19,6
2021_20,4
2021_21,4
2021_22,15
2021_23,7
2021_24,9
2021_25,6
2021_26,6
2021_27,6
2021_28,8
2021_29,15
2021_30,11
2021_31,10
2021_32,7
2021_33,5
2021_34,7
2021_35,1
2021_36,10
2021_37,13
2021_38,9
2021_39,7
2021_40,9
2021_41,6
2021_42,7
2021_43,6
2021_44,9
2021_45,8
2021_46,9
2021_47,6
2021_48,3
2021_49,10
2021_50,10
2021_51,13
2021_52,3
2022_00,2
2022_01,6
2022_02,10
2022_03,8
2022_04,8
2022_05,9
2022_06,12
2022_07,13
2022_08,11
2022_09,8
2022_10,5
2022_11,7
2022_12,9
2022_13,12
2022_14,7
2022_15,15
2022_16,11
2022_17,15
2022_18,8
2022_19,6
2022_20,18
2022_21,11
2022_22,13
2022_23,13
2022_24,12
2022_25,18
2022_26,13
2022_27,9
2022_28,15
2022_29,14
2022_30,12
2022_31,13
2022_32,9
2022_33,14
2022_34,12
2022_35,9
2022_36,14
2022_37,9
2022_38,15
2022_39,12
2022_40,13
2022_41,14
2022_42,11
2022_43,16
2022_44,10
2022_45,11
2022_46,11
2022_47,13
2022_48,7
2022_49,15
2022_50,15
2022_51,16
2022_52,5
2023_00,7
2023_01,13
2023_02,8
2023_03,19
2023_04,18
2023_05,15
2023_06,16
2023_07,9
2023_08,13
2023_09,16
2023_10,14
2023_11,13
2023_12,14
2023_13,12
2023_14,14
2023_15,16
2023_16,11
2023_17,29
2023_18,11
2023_19,16
2023_20,13
2023_21,17
2023_22,11
2023_23,18
2023_24,18
2023_25,10
2023_26,13
2023_27,14
2023_28,14
2023_29,20
2023_30,12
2023_31,27
2023_32,14
2023_33,17
2023_34,13
2023_35,21
2023_36,13
2023_37,13
2023_38,19
2023_39,16
2023_40,19
2023_41,17
2023_42,17
2023_43,16
2023_44,11
2023_45,23
2023_46,12
2023_47,20
2023_48,22
2023_49,7
