year_week,count
2019_29,1
2019_32,1
2019_33,1
2019_34,1
2019_35,3
2019_36,4
2019_37,5
2019_38,3
2019_39,4
2019_40,3
2019_41,3
2019_42,1
2019_43,5
2019_45,5
2019_46,6
2019_47,6
2019_48,9
2019_49,3
2019_50,4
2019_51,4
2019_52,1
2020_00,6
2020_01,6
2020_02,2
2020_03,7
2020_04,13
2020_05,10
2020_06,4
2020_07,8
2020_08,12
2020_09,7
2020_10,5
2020_11,8
2020_12,7
2020_13,4
2020_14,7
2020_15,6
2020_16,5
2020_17,11
2020_18,10
2020_19,10
2020_20,4
2020_21,11
2020_22,12
2020_23,9
2020_24,10
2020_25,7
2020_26,6
2020_27,9
2020_28,15
2020_29,8
2020_30,9
2020_31,16
2020_32,10
2020_33,16
2020_34,15
2020_35,7
2020_36,16
2020_37,11
2020_38,10
2020_39,15
2020_40,15
2020_41,14
2020_42,12
2020_43,14
2020_44,17
2020_45,17
2020_46,6
2020_47,21
2020_48,11
2020_49,17
2020_50,16
2020_51,18
2020_52,12
2021_00,20
2021_01,22
2021_02,19
2021_03,11
2021_04,16
2021_05,17
2021_06,18
2021_07,14
2021_08,19
2021_09,23
2021_10,15
2021_11,13
2021_12,22
2021_13,26
2021_14,22
2021_15,27
2021_16,17
2021_17,19
2021_18,18
2021_19,23
2021_20,25
2021_21,27
2021_22,24
2021_23,27
2021_24,9
2021_25,20
2021_26,26
2021_27,21
2021_28,33
2021_29,22
2021_30,30
2021_31,22
2021_32,34
2021_33,30
2021_34,27
2021_35,28
2021_36,26
2021_37,17
2021_38,18
2021_39,27
2021_40,24
2021_41,31
2021_42,19
2021_43,40
2021_44,35
2021_45,33
2021_46,27
2021_47,33
2021_48,28
2021_49,22
2021_50,32
2021_51,27
2021_52,7
2022_00,33
2022_01,38
2022_02,28
2022_03,21
2022_04,35
2022_05,25
2022_06,28
2022_07,23
2022_08,32
2022_09,36
2022_10,30
2022_11,43
2022_12,38
2022_13,31
2022_14,30
2022_15,41
2022_16,39
2022_17,33
2022_18,47
2022_19,35
2022_20,51
2022_21,30
2022_22,31
2022_23,27
2022_24,25
2022_25,44
2022_26,32
2022_27,36
2022_28,33
2022_29,34
2022_30,43
2022_31,46
2022_32,37
2022_33,40
2022_34,46
2022_35,33
2022_36,36
2022_37,39
2022_38,47
2022_39,39
2022_40,39
2022_41,41
2022_42,62
2022_43,31
2022_44,38
2022_45,40
2022_46,40
2022_47,47
2022_48,31
2022_49,36
2022_50,39
2022_51,45
2022_52,18
2023_00,31
2023_01,48
2023_02,41
2023_03,48
2023_04,55
2023_05,36
2023_06,41
2023_07,58
2023_08,53
2023_09,58
2023_10,55
2023_11,43
2023_12,37
2023_13,46
2023_14,43
2023_15,48
2023_16,46
2023_17,48
2023_18,43
2023_19,50
2023_20,56
2023_21,56
2023_22,60
2023_23,47
2023_24,49
2023_25,42
2023_26,46
2023_27,46
2023_28,62
2023_29,60
2023_30,46
2023_31,52
2023_32,48
2023_33,34
2023_34,54
2023_35,46
2023_36,50
2023_37,48
2023_38,45
2023_39,63
2023_40,49
2023_41,51
2023_42,58
2023_43,45
2023_44,51
2023_45,47
2023_46,61
2023_47,51
2023_48,61
2023_49,20
