year_week,count
2019_37,1
2019_40,1
2019_41,2
2019_45,1
2019_48,1
2019_49,1
2019_51,2
2020_01,1
2020_02,1
2020_04,2
2020_05,3
2020_06,2
2020_07,4
2020_08,1
2020_11,2
2020_12,3
2020_13,2
2020_14,1
2020_16,1
2020_17,4
2020_18,2
2020_19,1
2020_20,2
2020_21,1
2020_22,2
2020_23,4
2020_26,3
2020_28,2
2020_29,4
2020_30,2
2020_31,2
2020_32,5
2020_33,3
2020_35,1
2020_36,2
2020_37,4
2020_38,4
2020_39,2
2020_40,2
2020_41,1
2020_42,4
2020_43,2
2020_44,5
2020_46,3
2020_47,3
2020_48,4
2020_49,3
2020_50,1
2020_51,3
2021_00,7
2021_01,1
2021_02,3
2021_03,2
2021_04,1
2021_06,3
2021_07,1
2021_08,6
2021_09,6
2021_10,8
2021_11,5
2021_12,1
2021_13,7
2021_15,7
2021_16,4
2021_17,2
2021_18,2
2021_19,5
2021_20,1
2021_21,4
2021_22,6
2021_23,4
2021_24,3
2021_25,2
2021_26,5
2021_27,1
2021_28,7
2021_29,4
2021_30,4
2021_31,5
2021_32,1
2021_33,3
2021_34,3
2021_35,3
2021_36,2
2021_37,4
2021_38,3
2021_39,5
2021_40,6
2021_41,2
2021_42,8
2021_43,2
2021_44,4
2021_45,5
2021_46,4
2021_47,5
2021_48,3
2021_49,3
2021_50,7
2021_51,4
2022_00,4
2022_01,6
2022_02,8
2022_03,4
2022_04,3
2022_05,4
2022_06,3
2022_07,7
2022_08,9
2022_09,2
2022_10,5
2022_11,4
2022_12,5
2022_13,1
2022_14,7
2022_15,4
2022_16,4
2022_17,4
2022_18,9
2022_19,4
2022_20,6
2022_21,4
2022_22,7
2022_23,4
2022_24,7
2022_25,9
2022_26,4
2022_27,6
2022_28,5
2022_29,3
2022_30,3
2022_31,5
2022_32,7
2022_33,5
2022_34,7
2022_35,6
2022_36,4
2022_37,7
2022_38,7
2022_39,9
2022_40,8
2022_41,4
2022_42,6
2022_44,5
2022_45,8
2022_46,11
2022_47,11
2022_48,8
2022_49,6
2022_50,6
2022_51,4
2022_52,4
2023_00,6
2023_01,8
2023_02,7
2023_03,8
2023_04,4
2023_05,9
2023_06,7
2023_07,5
2023_08,6
2023_09,14
2023_10,6
2023_11,9
2023_12,4
2023_13,8
2023_14,14
2023_15,9
2023_16,8
2023_17,6
2023_18,5
2023_19,6
2023_20,6
2023_21,10
2023_22,9
2023_23,7
2023_24,6
2023_25,7
2023_26,13
2023_27,4
2023_28,4
2023_29,4
2023_30,6
2023_31,8
2023_32,6
2023_33,10
2023_34,2
2023_35,11
2023_36,8
2023_37,6
2023_38,12
2023_39,10
2023_40,9
2023_41,11
2023_42,6
2023_43,5
2023_44,6
2023_45,4
2023_46,9
2023_47,10
2023_48,9
2023_49,7
