year_week,count
2019_29,1
2019_32,1
2019_38,2
2019_39,1
2019_40,2
2019_41,1
2019_42,1
2019_43,1
2019_44,1
2019_46,2
2019_47,2
2019_48,2
2019_49,5
2019_51,1
2020_00,2
2020_01,1
2020_02,1
2020_03,2
2020_04,1
2020_05,1
2020_06,1
2020_08,1
2020_10,5
2020_11,1
2020_12,2
2020_13,2
2020_14,1
2020_15,5
2020_16,3
2020_17,4
2020_18,2
2020_19,2
2020_20,4
2020_21,3
2020_22,3
2020_23,4
2020_24,2
2020_25,3
2020_26,2
2020_27,1
2020_28,3
2020_29,1
2020_30,3
2020_31,5
2020_32,3
2020_33,4
2020_34,1
2020_35,1
2020_36,6
2020_37,1
2020_38,8
2020_39,4
2020_40,2
2020_41,6
2020_42,2
2020_44,5
2020_45,2
2020_46,3
2020_47,3
2020_48,1
2020_49,5
2020_50,4
2020_51,3
2020_52,1
2021_00,4
2021_01,6
2021_02,7
2021_03,6
2021_04,4
2021_05,3
2021_06,5
2021_07,4
2021_08,1
2021_09,4
2021_11,5
2021_12,6
2021_13,3
2021_14,5
2021_15,5
2021_16,4
2021_17,1
2021_18,8
2021_19,7
2021_20,8
2021_21,6
2021_22,5
2021_23,2
2021_24,5
2021_25,5
2021_26,10
2021_27,4
2021_28,2
2021_29,3
2021_30,8
2021_31,3
2021_32,4
2021_33,6
2021_34,6
2021_35,3
2021_36,4
2021_37,5
2021_38,6
2021_39,7
2021_40,7
2021_41,4
2021_42,5
2021_43,6
2021_44,6
2021_45,4
2021_46,6
2021_47,4
2021_48,5
2021_49,9
2021_50,4
2021_51,7
2022_00,4
2022_01,8
2022_02,10
2022_03,7
2022_04,4
2022_05,6
2022_06,5
2022_07,2
2022_08,6
2022_09,4
2022_10,6
2022_11,4
2022_12,7
2022_13,11
2022_14,7
2022_15,6
2022_16,8
2022_17,8
2022_18,8
2022_19,8
2022_20,6
2022_21,9
2022_22,9
2022_23,7
2022_24,14
2022_25,6
2022_26,7
2022_27,9
2022_28,5
2022_29,9
2022_30,11
2022_31,7
2022_32,17
2022_33,7
2022_34,9
2022_35,10
2022_36,5
2022_37,10
2022_38,9
2022_39,10
2022_40,18
2022_41,8
2022_42,1
2022_43,10
2022_44,16
2022_45,7
2022_46,7
2022_47,12
2022_48,3
2022_49,10
2022_50,8
2022_51,9
2022_52,1
2023_00,11
2023_01,10
2023_02,12
2023_03,12
2023_04,15
2023_05,10
2023_06,10
2023_07,10
2023_08,9
2023_09,16
2023_10,9
2023_11,10
2023_12,8
2023_13,11
2023_14,16
2023_15,11
2023_16,10
2023_17,12
2023_18,13
2023_19,10
2023_20,8
2023_21,13
2023_22,18
2023_23,9
2023_24,14
2023_25,8
2023_26,11
2023_27,18
2023_28,12
2023_29,15
2023_30,14
2023_31,18
2023_32,20
2023_33,9
2023_34,12
2023_35,9
2023_36,6
2023_37,22
2023_38,12
2023_39,9
2023_40,11
2023_41,9
2023_42,8
2023_43,10
2023_44,6
2023_45,12
2023_46,13
2023_47,18
2023_48,9
2023_49,3
